"","BUYER_COUNTY","BUYER_STATE","year","count","DOSAGE_UNIT","countyfips"
"15577","MADISON","OH",2007,3536,1303462,"39097"
"15578","MADISON","OH",2008,3780,1433840,"39097"
"15579","MADISON","OH",2009,4015,1422320,"39097"
"15580","MADISON","OH",2010,4273,1599600,"39097"
"15581","MADISON","OH",2011,4102,1712670,"39097"
"15582","MADISON","OH",2012,4085,1694270,"39097"
"15583","MADISON","OH",2013,4172,1603590,"39097"
"15584","MADISON","OH",2014,3286,1630940,"39097"
"15585","MADISON","TN",2006,9611,3613890,"47113"
"15586","MADISON","TN",2007,10943,3942301,"47113"
"15587","MADISON","TN",2008,11582,4194740,"47113"
"15588","MADISON","TN",2009,13294,4867380,"47113"
"15589","MADISON","TN",2010,15005,5079805,"47113"
"15590","MADISON","TN",2011,16243,5798840,"47113"
"15591","MADISON","TN",2012,15713,5951896,"47113"
"15592","MADISON","TN",2013,15080,5878283,"47113"
"15593","MADISON","TN",2014,11797,5877564,"47113"
"15594","MADISON","TX",2006,1321,402450,"48313"
"15595","MADISON","TX",2007,1471,432220,"48313"
"15596","MADISON","TX",2008,1423,424460,"48313"
"15597","MADISON","TX",2009,1364,445400,"48313"
"15598","MADISON","TX",2010,1552,485000,"48313"
"15599","MADISON","TX",2011,1553,560540,"48313"
"15600","MADISON","TX",2012,1459,574160,"48313"
"15601","MADISON","TX",2013,1332,575300,"48313"
"15602","MADISON","TX",2014,1032,512360,"48313"
"15603","MADISON","VA",2006,375,117700,"51113"
"15604","MADISON","VA",2007,396,118900,"51113"
"15605","MADISON","VA",2008,365,113400,"51113"
"15606","MADISON","VA",2009,390,131200,"51113"
"15607","MADISON","VA",2010,418,144100,"51113"
"15608","MADISON","VA",2011,461,145500,"51113"
"15609","MADISON","VA",2012,544,167300,"51113"
"15610","MADISON","VA",2013,477,171300,"51113"
"15611","MADISON","VA",2014,307,170600,"51113"
"15612","MAGOFFIN","KY",2006,981,402200,"21153"
"15613","MAGOFFIN","KY",2007,1093,486040,"21153"
"15614","MAGOFFIN","KY",2008,1204,544300,"21153"
"15615","MAGOFFIN","KY",2009,1295,570500,"21153"
"15616","MAGOFFIN","KY",2010,1439,665390,"21153"
"15617","MAGOFFIN","KY",2011,1619,694680,"21153"
"15618","MAGOFFIN","KY",2012,1593,705330,"21153"
"15619","MAGOFFIN","KY",2013,1851,632020,"21153"
"15620","MAGOFFIN","KY",2014,1583,746020,"21153"
"15621","MAHASKA","IA",2006,1729,624900,"19123"
"15622","MAHASKA","IA",2007,1818,646400,"19123"
"15623","MAHASKA","IA",2008,1981,690100,"19123"
"15624","MAHASKA","IA",2009,1882,712460,"19123"
"15625","MAHASKA","IA",2010,1889,749500,"19123"
"15626","MAHASKA","IA",2011,1998,764860,"19123"
"15627","MAHASKA","IA",2012,1882,774800,"19123"
"15628","MAHASKA","IA",2013,2012,773150,"19123"
"15629","MAHASKA","IA",2014,1677,727300,"19123"
"15630","MAHNOMEN","MN",2006,479,95600,"27087"
"15631","MAHNOMEN","MN",2007,338,99330,"27087"
"15632","MAHNOMEN","MN",2008,334,100800,"27087"
"15633","MAHNOMEN","MN",2009,358,110100,"27087"
"15634","MAHNOMEN","MN",2010,384,96530,"27087"
"15635","MAHNOMEN","MN",2011,462,116360,"27087"
"15636","MAHNOMEN","MN",2012,397,119300,"27087"
"15637","MAHNOMEN","MN",2013,346,101090,"27087"
"15638","MAHNOMEN","MN",2014,405,112900,"27087"
"15639","MAHONING","OH",2006,22903,8397040,"39099"
"15640","MAHONING","OH",2007,24708,9290000,"39099"
"15641","MAHONING","OH",2008,26970,10397040,"39099"
"15642","MAHONING","OH",2009,27443,11412540,"39099"
"15643","MAHONING","OH",2010,28771,11704070,"39099"
"15644","MAHONING","OH",2011,29628,12321090,"39099"
"15645","MAHONING","OH",2012,31019,12507980,"39099"
"15646","MAHONING","OH",2013,34009,12559150,"39099"
"15647","MAHONING","OH",2014,27844,11958920,"39099"
"15648","MAJOR","OK",2006,267,71730,"40093"
"15649","MAJOR","OK",2007,344,94850,"40093"
"15650","MAJOR","OK",2008,474,113950,"40093"
"15651","MAJOR","OK",2009,555,126170,"40093"
"15652","MAJOR","OK",2010,548,134220,"40093"
"15653","MAJOR","OK",2011,509,168670,"40093"
"15654","MAJOR","OK",2012,445,164210,"40093"
"15655","MAJOR","OK",2013,405,183750,"40093"
"15656","MAJOR","OK",2014,352,189700,"40093"
"15657","MALHEUR","OR",2006,3277,1062200,"41045"
"15658","MALHEUR","OR",2007,3926,1305700,"41045"
"15659","MALHEUR","OR",2008,4154,1504160,"41045"
"15660","MALHEUR","OR",2009,4201,1608300,"41045"
"15661","MALHEUR","OR",2010,4328,1805090,"41045"
"15662","MALHEUR","OR",2011,4515,2169310,"41045"
"15663","MALHEUR","OR",2012,4275,2371200,"41045"
"15664","MALHEUR","OR",2013,4151,2452380,"41045"
"15665","MALHEUR","OR",2014,3777,2555850,"41045"
"15666","MANASSAS CITY","VA",2006,3090,1233389,"51683"
"15667","MANASSAS CITY","VA",2007,3133,1312800,"51683"
"15668","MANASSAS CITY","VA",2008,2911,1284500,"51683"
"15669","MANASSAS CITY","VA",2009,3176,1502300,"51683"
"15670","MANASSAS CITY","VA",2010,3820,1678060,"51683"
"15671","MANASSAS CITY","VA",2011,4386,1938020,"51683"
"15672","MANASSAS CITY","VA",2012,4756,2046730,"51683"
"15673","MANASSAS CITY","VA",2013,5103,1922490,"51683"
"15674","MANASSAS CITY","VA",2014,4742,1675940,"51683"
"15675","MANATEE","FL",2006,37020,13755677,"12081"
"15676","MANATEE","FL",2007,38910,15058017,"12081"
"15677","MANATEE","FL",2008,38178,16112240,"12081"
"15678","MANATEE","FL",2009,36029,16903130,"12081"
"15679","MANATEE","FL",2010,37826,19918920,"12081"
"15680","MANATEE","FL",2011,36531,19288580,"12081"
"15681","MANATEE","FL",2012,35709,16146830,"12081"
"15682","MANATEE","FL",2013,35368,15243510,"12081"
"15683","MANATEE","FL",2014,29184,15181420,"12081"
"15684","MANATI","PR",2006,382,159260,NA
"15685","MANATI","PR",2007,372,171400,NA
"15686","MANATI","PR",2008,287,177100,NA
"15687","MANATI","PR",2009,388,228450,NA
"15688","MANATI","PR",2010,431,313490,NA
"15689","MANATI","PR",2011,442,354160,NA
"15690","MANATI","PR",2012,466,374490,NA
"15691","MANATI","PR",2013,489,310230,NA
"15692","MANATI","PR",2014,373,212700,NA
"15693","MANISTEE","MI",2006,2334,929545,"26101"
"15694","MANISTEE","MI",2007,2870,1077630,"26101"
"15695","MANISTEE","MI",2008,3007,1204420,"26101"
"15696","MANISTEE","MI",2009,2708,1227430,"26101"
"15697","MANISTEE","MI",2010,2993,1347570,"26101"
"15698","MANISTEE","MI",2011,3040,1620480,"26101"
"15699","MANISTEE","MI",2012,3173,1572840,"26101"
"15700","MANISTEE","MI",2013,3204,1569870,"26101"
"15701","MANISTEE","MI",2014,2450,1524590,"26101"
"15702","MANITOWOC","WI",2006,5066,1624190,"55071"
"15703","MANITOWOC","WI",2007,5896,1887090,"55071"
"15704","MANITOWOC","WI",2008,6682,2172280,"55071"
"15705","MANITOWOC","WI",2009,6707,2300600,"55071"
"15706","MANITOWOC","WI",2010,7552,2558260,"55071"
"15707","MANITOWOC","WI",2011,7873,2906570,"55071"
"15708","MANITOWOC","WI",2012,7773,3228170,"55071"
"15709","MANITOWOC","WI",2013,7506,2912870,"55071"
"15710","MANITOWOC","WI",2014,7032,3017480,"55071"
"15711","MARATHON","WI",2006,7094,2407895,"55073"
"15712","MARATHON","WI",2007,8175,2749720,"55073"
"15713","MARATHON","WI",2008,8944,2902750,"55073"
"15714","MARATHON","WI",2009,9072,2849900,"55073"
"15715","MARATHON","WI",2010,9883,3024760,"55073"
"15716","MARATHON","WI",2011,10287,3320041,"55073"
"15717","MARATHON","WI",2012,10506,3468885,"55073"
"15718","MARATHON","WI",2013,11166,3663620,"55073"
"15719","MARATHON","WI",2014,10445,3859660,"55073"
"15720","MARENGO","AL",2006,1092,540370,"01091"
"15721","MARENGO","AL",2007,1072,641430,"01091"
"15722","MARENGO","AL",2008,1207,713400,"01091"
"15723","MARENGO","AL",2009,1440,803740,"01091"
"15724","MARENGO","AL",2010,1680,975470,"01091"
"15725","MARENGO","AL",2011,1863,1144350,"01091"
"15726","MARENGO","AL",2012,2501,1155180,"01091"
"15727","MARENGO","AL",2013,2820,1048740,"01091"
"15728","MARENGO","AL",2014,2263,944650,"01091"
"15729","MARICOPA","AZ",2006,261164,98074350,"04013"
"15730","MARICOPA","AZ",2007,291087,110850562,"04013"
"15731","MARICOPA","AZ",2008,313262,121239020,"04013"
"15732","MARICOPA","AZ",2009,327394,133741990,"04013"
"15733","MARICOPA","AZ",2010,335906,140299867,"04013"
"15734","MARICOPA","AZ",2011,361240,156401818,"04013"
"15735","MARICOPA","AZ",2012,378205,159956697,"04013"
"15736","MARICOPA","AZ",2013,394223,158424783,"04013"
"15737","MARICOPA","AZ",2014,364219,162788470,"04013"
"15738","MARIES","MO",2006,783,194060,"29125"
"15739","MARIES","MO",2007,1073,271810,"29125"
"15740","MARIES","MO",2008,1369,355500,"29125"
"15741","MARIES","MO",2009,1503,359900,"29125"
"15742","MARIES","MO",2010,1602,364000,"29125"
"15743","MARIES","MO",2011,1660,388370,"29125"
"15744","MARIES","MO",2012,1365,311770,"29125"
"15745","MARIES","MO",2013,1174,314440,"29125"
"15746","MARIES","MO",2014,1178,319080,"29125"
"15747","MARIN","CA",2006,13860,7108888,"06041"
"15748","MARIN","CA",2007,14285,7484180,"06041"
"15749","MARIN","CA",2008,14014,7690700,"06041"
"15750","MARIN","CA",2009,14221,7677280,"06041"
"15751","MARIN","CA",2010,14416,7757360,"06041"
"15752","MARIN","CA",2011,15237,8064330,"06041"
"15753","MARIN","CA",2012,15482,8143508,"06041"
"15754","MARIN","CA",2013,16020,7924855,"06041"
"15755","MARIN","CA",2014,15020,7583910,"06041"
"15756","MARINETTE","WI",2006,4533,1685450,"55075"
"15757","MARINETTE","WI",2007,4543,1623400,"55075"
"15758","MARINETTE","WI",2008,5173,1752100,"55075"
"15759","MARINETTE","WI",2009,5582,1866020,"55075"
"15760","MARINETTE","WI",2010,6065,1921800,"55075"
"15761","MARINETTE","WI",2011,6278,2075800,"55075"
"15762","MARINETTE","WI",2012,6155,2126440,"55075"
"15763","MARINETTE","WI",2013,6201,2084720,"55075"
"15764","MARINETTE","WI",2014,5097,1911810,"55075"
"15765","MARION","AL",2006,4448,2045130,"01093"
"15766","MARION","AL",2007,4808,2392020,"01093"
"15767","MARION","AL",2008,5221,2836820,"01093"
"15768","MARION","AL",2009,6340,3181040,"01093"
"15769","MARION","AL",2010,7320,3707100,"01093"
"15770","MARION","AL",2011,9184,4404800,"01093"
"15771","MARION","AL",2012,8825,4569350,"01093"
"15772","MARION","AL",2013,8006,3873550,"01093"
"15773","MARION","AL",2014,6651,3732120,"01093"
"15774","MARION","AR",2006,2310,466900,"05089"
"15775","MARION","AR",2007,2617,523900,"05089"
"15776","MARION","AR",2008,2742,589130,"05089"
"15777","MARION","AR",2009,2925,715600,"05089"
"15778","MARION","AR",2010,2700,861200,"05089"
"15779","MARION","AR",2011,2356,865330,"05089"
"15780","MARION","AR",2012,2301,874190,"05089"
"15781","MARION","AR",2013,2045,829880,"05089"
"15782","MARION","AR",2014,1992,898400,"05089"
"15783","MARION","FL",2006,36030,11738478,"12083"
"15784","MARION","FL",2007,39900,14262152,"12083"
"15785","MARION","FL",2008,39821,15078194,"12083"
"15786","MARION","FL",2009,38715,15788590,"12083"
"15787","MARION","FL",2010,39946,16594411,"12083"
"15788","MARION","FL",2011,39191,16448810,"12083"
"15789","MARION","FL",2012,38076,14646700,"12083"
"15790","MARION","FL",2013,37673,13834810,"12083"
"15791","MARION","FL",2014,30836,14283900,"12083"
"15792","MARION","GA",2006,225,78760,"13197"
"15793","MARION","GA",2007,244,83200,"13197"
"15794","MARION","GA",2008,259,90200,"13197"
"15795","MARION","GA",2009,267,87390,"13197"
"15796","MARION","GA",2010,415,123800,"13197"
"15797","MARION","GA",2011,325,88180,"13197"
"15798","MARION","GA",2012,80,21830,"13197"
"15799","MARION","GA",2013,254,53540,"13197"
"15800","MARION","GA",2014,203,67830,"13197"
"15801","MARION","IA",2006,3209,748200,"19125"
"15802","MARION","IA",2007,3513,843700,"19125"
"15803","MARION","IA",2008,3424,903930,"19125"
"15804","MARION","IA",2009,3592,958130,"19125"
"15805","MARION","IA",2010,4100,1038040,"19125"
"15806","MARION","IA",2011,4253,1197780,"19125"
"15807","MARION","IA",2012,4025,1173790,"19125"
"15808","MARION","IA",2013,4271,1115320,"19125"
"15809","MARION","IA",2014,3628,1079590,"19125"
"15810","MARION","IL",2006,3038,953650,"17121"
"15811","MARION","IL",2007,3763,1196890,"17121"
"15812","MARION","IL",2008,4260,1357530,"17121"
"15813","MARION","IL",2009,4416,1459900,"17121"
"15814","MARION","IL",2010,5012,1528390,"17121"
"15815","MARION","IL",2011,5580,1774860,"17121"
"15816","MARION","IL",2012,5527,1898690,"17121"
"15817","MARION","IL",2013,5980,1992230,"17121"
"15818","MARION","IL",2014,5049,2075540,"17121"
"15819","MARION","IN",2006,82714,34282685,"18097"
"15820","MARION","IN",2007,93806,40044750,"18097"
"15821","MARION","IN",2008,98022,43113202,"18097"
"15822","MARION","IN",2009,99356,47705540,"18097"
"15823","MARION","IN",2010,107140,50794464,"18097"
"15824","MARION","IN",2011,111736,55830252,"18097"
"15825","MARION","IN",2012,112999,57957500,"18097"
"15826","MARION","IN",2013,109153,54112372,"18097"
"15827","MARION","IN",2014,84431,45151029,"18097"
"15828","MARION","KS",2006,325,230500,"20115"
"15829","MARION","KS",2007,459,256660,"20115"
"15830","MARION","KS",2008,660,279370,"20115"
"15831","MARION","KS",2009,816,298760,"20115"
"15832","MARION","KS",2010,1083,337600,"20115"
"15833","MARION","KS",2011,999,352040,"20115"
"15834","MARION","KS",2012,1130,374920,"20115"
"15835","MARION","KS",2013,1289,398900,"20115"
"15836","MARION","KS",2014,1043,430580,"20115"
"15837","MARION","KY",2006,2252,658290,"21155"
"15838","MARION","KY",2007,2287,823950,"21155"
"15839","MARION","KY",2008,2499,975790,"21155"
"15840","MARION","KY",2009,2688,1036940,"21155"
"15841","MARION","KY",2010,2855,1097560,"21155"
"15842","MARION","KY",2011,3263,1186720,"21155"
"15843","MARION","KY",2012,3419,1190450,"21155"
"15844","MARION","KY",2013,3252,1100600,"21155"
"15845","MARION","KY",2014,2591,1141130,"21155"
"15846","MARION","MO",2006,2751,822300,"29127"
"15847","MARION","MO",2007,3176,975780,"29127"
"15848","MARION","MO",2008,3884,1225280,"29127"
"15849","MARION","MO",2009,4119,1384230,"29127"
"15850","MARION","MO",2010,4671,1569360,"29127"
"15851","MARION","MO",2011,4974,1778310,"29127"
"15852","MARION","MO",2012,5254,1838510,"29127"
"15853","MARION","MO",2013,5324,1799090,"29127"
"15854","MARION","MO",2014,4317,1751120,"29127"
"15855","MARION","MS",2006,4788,1844030,"28091"
"15856","MARION","MS",2007,4963,2075550,"28091"
"15857","MARION","MS",2008,5101,2405250,"28091"
"15858","MARION","MS",2009,5107,2608060,"28091"
"15859","MARION","MS",2010,5296,2648830,"28091"
"15860","MARION","MS",2011,5878,3008280,"28091"
"15861","MARION","MS",2012,6231,3136620,"28091"
"15862","MARION","MS",2013,5951,3012280,"28091"
"15863","MARION","MS",2014,4373,2783800,"28091"
"15864","MARION","OH",2006,4024,1961062,"39101"
"15865","MARION","OH",2007,4808,2328188,"39101"
"15866","MARION","OH",2008,5439,2604442,"39101"
"15867","MARION","OH",2009,5695,2891706,"39101"
"15868","MARION","OH",2010,5889,3050450,"39101"
"15869","MARION","OH",2011,5953,3164060,"39101"
"15870","MARION","OH",2012,6114,3157270,"39101"
"15871","MARION","OH",2013,6644,3247260,"39101"
"15872","MARION","OH",2014,5766,3286020,"39101"
"15873","MARION","OR",2006,21269,9684693,"41047"
"15874","MARION","OR",2007,23844,11082790,"41047"
"15875","MARION","OR",2008,24886,12305119,"41047"
"15876","MARION","OR",2009,26282,12770697,"41047"
"15877","MARION","OR",2010,27538,14410235,"41047"
"15878","MARION","OR",2011,28335,15601050,"41047"
"15879","MARION","OR",2012,26811,14647520,"41047"
"15880","MARION","OR",2013,26971,13885960,"41047"
"15881","MARION","OR",2014,25049,14284475,"41047"
"15882","MARION","SC",2006,2541,1041100,"45067"
"15883","MARION","SC",2007,2896,1174730,"45067"
"15884","MARION","SC",2008,3171,1212140,"45067"
"15885","MARION","SC",2009,3483,1444770,"45067"
"15886","MARION","SC",2010,3491,1495460,"45067"
"15887","MARION","SC",2011,4127,1922840,"45067"
"15888","MARION","SC",2012,4580,2232040,"45067"
"15889","MARION","SC",2013,4629,2326670,"45067"
"15890","MARION","SC",2014,3590,2288660,"45067"
"15891","MARION","TN",2006,2745,1208650,"47115"
"15892","MARION","TN",2007,3226,1332900,"47115"
"15893","MARION","TN",2008,3390,1440530,"47115"
"15894","MARION","TN",2009,3762,1657880,"47115"
"15895","MARION","TN",2010,3756,1722390,"47115"
"15896","MARION","TN",2011,4427,2028550,"47115"
"15897","MARION","TN",2012,4725,2010210,"47115"
"15898","MARION","TN",2013,4289,1907600,"47115"
"15899","MARION","TN",2014,2952,1921730,"47115"
"15900","MARION","TX",2006,295,109100,"48315"
"15901","MARION","TX",2007,371,138000,"48315"
"15902","MARION","TX",2008,348,140390,"48315"
"15903","MARION","TX",2009,368,141230,"48315"
"15904","MARION","TX",2010,367,149200,"48315"
"15905","MARION","TX",2011,374,163200,"48315"
"15906","MARION","TX",2012,289,148900,"48315"
"15907","MARION","TX",2013,267,144400,"48315"
"15908","MARION","TX",2014,182,123500,"48315"
"15909","MARION","WV",2006,6081,2187130,"54049"
"15910","MARION","WV",2007,7506,2760940,"54049"
"15911","MARION","WV",2008,8803,3326760,"54049"
"15912","MARION","WV",2009,9284,3630070,"54049"
"15913","MARION","WV",2010,9131,3285798,"54049"
"15914","MARION","WV",2011,9712,3498790,"54049"
"15915","MARION","WV",2012,9395,3423860,"54049"
"15916","MARION","WV",2013,8839,3295320,"54049"
"15917","MARION","WV",2014,6362,2876110,"54049"
"15918","MARIPOSA","CA",2006,949,313800,"06043"
"15919","MARIPOSA","CA",2007,817,334850,"06043"
"15920","MARIPOSA","CA",2008,584,385000,"06043"
"15921","MARIPOSA","CA",2009,814,582640,"06043"
"15922","MARIPOSA","CA",2010,906,611030,"06043"
"15923","MARIPOSA","CA",2011,894,678360,"06043"
"15924","MARIPOSA","CA",2012,991,732970,"06043"
"15925","MARIPOSA","CA",2013,985,756510,"06043"
"15926","MARIPOSA","CA",2014,1035,779590,"06043"
"15927","MARLBORO","SC",2006,1708,865496,"45069"
"15928","MARLBORO","SC",2007,2328,1051220,"45069"
"15929","MARLBORO","SC",2008,2503,1174256,"45069"
"15930","MARLBORO","SC",2009,2685,1277331,"45069"
"15931","MARLBORO","SC",2010,2971,1379422,"45069"
"15932","MARLBORO","SC",2011,2875,1545045,"45069"
"15933","MARLBORO","SC",2012,3095,1622489,"45069"
"15934","MARLBORO","SC",2013,4066,1748362,"45069"
"15935","MARLBORO","SC",2014,3515,1731170,"45069"
"15936","MARQUETTE","MI",2006,6773,1844040,"26103"
"15937","MARQUETTE","MI",2007,7605,2120960,"26103"
"15938","MARQUETTE","MI",2008,8190,2191710,"26103"
"15939","MARQUETTE","MI",2009,8158,2280100,"26103"
"15940","MARQUETTE","MI",2010,8810,2310330,"26103"
"15941","MARQUETTE","MI",2011,9372,2424210,"26103"
"15942","MARQUETTE","MI",2012,8648,2511890,"26103"
"15943","MARQUETTE","MI",2013,9286,2618310,"26103"
"15944","MARQUETTE","MI",2014,6598,2809140,"26103"
"15945","MARQUETTE","WI",2006,674,240800,"55077"
"15946","MARQUETTE","WI",2007,717,242200,"55077"
"15947","MARQUETTE","WI",2008,646,234800,"55077"
"15948","MARQUETTE","WI",2009,763,256500,"55077"
"15949","MARQUETTE","WI",2010,757,262000,"55077"
"15950","MARQUETTE","WI",2011,754,295800,"55077"
"15951","MARQUETTE","WI",2012,729,296480,"55077"
"15952","MARQUETTE","WI",2013,753,294500,"55077"
"15953","MARQUETTE","WI",2014,741,309500,"55077"
"15954","MARSHALL","AL",2006,11066,4551340,"01095"
"15955","MARSHALL","AL",2007,11908,4952610,"01095"
"15956","MARSHALL","AL",2008,12847,5853430,"01095"
"15957","MARSHALL","AL",2009,14373,6686810,"01095"
"15958","MARSHALL","AL",2010,15590,7708220,"01095"
"15959","MARSHALL","AL",2011,17798,9380150,"01095"
"15960","MARSHALL","AL",2012,19745,9872980,"01095"
"15961","MARSHALL","AL",2013,19388,9662770,"01095"
"15962","MARSHALL","AL",2014,14926,9465510,"01095"
"15963","MARSHALL","IA",2006,2857,803280,"19127"
"15964","MARSHALL","IA",2007,3089,897560,"19127"
"15965","MARSHALL","IA",2008,3656,1030220,"19127"
"15966","MARSHALL","IA",2009,3863,1212950,"19127"
"15967","MARSHALL","IA",2010,4087,1356330,"19127"
"15968","MARSHALL","IA",2011,4139,1436590,"19127"
"15969","MARSHALL","IA",2012,3777,1416000,"19127"
"15970","MARSHALL","IA",2013,4160,1367700,"19127"
"15971","MARSHALL","IA",2014,3580,1324730,"19127"
"15972","MARSHALL","IL",2006,612,189800,"17123"
"15973","MARSHALL","IL",2007,716,249400,"17123"
"15974","MARSHALL","IL",2008,702,249970,"17123"
"15975","MARSHALL","IL",2009,824,276230,"17123"
"15976","MARSHALL","IL",2010,1105,319300,"17123"
"15977","MARSHALL","IL",2011,1407,427880,"17123"
"15978","MARSHALL","IL",2012,1294,457230,"17123"
"15979","MARSHALL","IL",2013,1095,435980,"17123"
"15980","MARSHALL","IL",2014,804,421730,"17123"
"15981","MARSHALL","IN",2006,3341,1172500,"18099"
"15982","MARSHALL","IN",2007,4191,1509360,"18099"
"15983","MARSHALL","IN",2008,5089,1732960,"18099"
"15984","MARSHALL","IN",2009,4981,1821850,"18099"
"15985","MARSHALL","IN",2010,5383,1934250,"18099"
"15986","MARSHALL","IN",2011,5414,2098480,"18099"
"15987","MARSHALL","IN",2012,5579,2191210,"18099"
"15988","MARSHALL","IN",2013,5947,2322900,"18099"
"15989","MARSHALL","IN",2014,5295,2266840,"18099"
"15990","MARSHALL","KS",2006,761,285830,"20117"
"15991","MARSHALL","KS",2007,864,290900,"20117"
"15992","MARSHALL","KS",2008,915,336600,"20117"
"15993","MARSHALL","KS",2009,1042,369800,"20117"
