"","BUYER_COUNTY","BUYER_STATE","year","count","DOSAGE_UNIT","countyfips"
"15060","LOIZA","PR",2009,207,69460,NA
"15061","LOIZA","PR",2010,253,87540,NA
"15062","LOIZA","PR",2011,213,76700,NA
"15063","LOIZA","PR",2012,181,67320,NA
"15064","LOIZA","PR",2013,219,76800,NA
"15065","LOIZA","PR",2014,183,60490,NA
"15066","LONG","GA",2006,255,70400,"13183"
"15067","LONG","GA",2007,264,77600,"13183"
"15068","LONG","GA",2008,307,98860,"13183"
"15069","LONG","GA",2009,329,104900,"13183"
"15070","LONG","GA",2010,517,158880,"13183"
"15071","LONG","GA",2011,410,131290,"13183"
"15072","LONG","GA",2012,346,125660,"13183"
"15073","LONG","GA",2013,299,114400,"13183"
"15074","LONG","GA",2014,247,101500,"13183"
"15075","LONOKE","AR",2006,5395,1304010,"05085"
"15076","LONOKE","AR",2007,6492,1616050,"05085"
"15077","LONOKE","AR",2008,7569,2017280,"05085"
"15078","LONOKE","AR",2009,8028,2406210,"05085"
"15079","LONOKE","AR",2010,9339,2684550,"05085"
"15080","LONOKE","AR",2011,9695,2835660,"05085"
"15081","LONOKE","AR",2012,9886,3085030,"05085"
"15082","LONOKE","AR",2013,9262,3083190,"05085"
"15083","LONOKE","AR",2014,7700,3176920,"05085"
"15084","LORAIN","OH",2006,15804,6464160,"39093"
"15085","LORAIN","OH",2007,18111,7847110,"39093"
"15086","LORAIN","OH",2008,20862,8945820,"39093"
"15087","LORAIN","OH",2009,22658,10319590,"39093"
"15088","LORAIN","OH",2010,22978,11110250,"39093"
"15089","LORAIN","OH",2011,23467,11638628,"39093"
"15090","LORAIN","OH",2012,23985,11520170,"39093"
"15091","LORAIN","OH",2013,26507,11397830,"39093"
"15092","LORAIN","OH",2014,23680,11607430,"39093"
"15093","LOS ALAMOS","NM",2006,1483,404500,"35028"
"15094","LOS ALAMOS","NM",2007,1643,474130,"35028"
"15095","LOS ALAMOS","NM",2008,1597,486900,"35028"
"15096","LOS ALAMOS","NM",2009,1704,533900,"35028"
"15097","LOS ALAMOS","NM",2010,1778,548900,"35028"
"15098","LOS ALAMOS","NM",2011,1731,556400,"35028"
"15099","LOS ALAMOS","NM",2012,1805,546460,"35028"
"15100","LOS ALAMOS","NM",2013,1827,531920,"35028"
"15101","LOS ALAMOS","NM",2014,1873,566400,"35028"
"15102","LOS ANGELES","CA",2006,345480,159563520,"06037"
"15103","LOS ANGELES","CA",2007,354997,171595880,"06037"
"15104","LOS ANGELES","CA",2008,370672,178068252.4,"06037"
"15105","LOS ANGELES","CA",2009,380803,187290375,"06037"
"15106","LOS ANGELES","CA",2010,402813,192647256.5,"06037"
"15107","LOS ANGELES","CA",2011,438083,210636747.2,"06037"
"15108","LOS ANGELES","CA",2012,435447,209942067,"06037"
"15109","LOS ANGELES","CA",2013,465799,206244727,"06037"
"15110","LOS ANGELES","CA",2014,427368,196011818,"06037"
"15111","LOUDON","TN",2006,4331,1822220,"47105"
"15112","LOUDON","TN",2007,4932,2068120,"47105"
"15113","LOUDON","TN",2008,5539,2152540,"47105"
"15114","LOUDON","TN",2009,6410,2478930,"47105"
"15115","LOUDON","TN",2010,6798,2683620,"47105"
"15116","LOUDON","TN",2011,7438,3320310,"47105"
"15117","LOUDON","TN",2012,7915,3327130,"47105"
"15118","LOUDON","TN",2013,7109,2960200,"47105"
"15119","LOUDON","TN",2014,5579,2665910,"47105"
"15120","LOUDOUN","VA",2006,11458,3718963,"51107"
"15121","LOUDOUN","VA",2007,12567,4088193,"51107"
"15122","LOUDOUN","VA",2008,13929,4575815,"51107"
"15123","LOUDOUN","VA",2009,14589,4958810,"51107"
"15124","LOUDOUN","VA",2010,15869,5447940,"51107"
"15125","LOUDOUN","VA",2011,16090,5346790,"51107"
"15126","LOUDOUN","VA",2012,16980,5297215,"51107"
"15127","LOUDOUN","VA",2013,18775,5258690,"51107"
"15128","LOUDOUN","VA",2014,18417,5321085,"51107"
"15129","LOUISA","IA",2006,386,70700,"19115"
"15130","LOUISA","IA",2007,390,79300,"19115"
"15131","LOUISA","IA",2008,390,77000,"19115"
"15132","LOUISA","IA",2009,415,80800,"19115"
"15133","LOUISA","IA",2010,447,81200,"19115"
"15134","LOUISA","IA",2011,483,83100,"19115"
"15135","LOUISA","IA",2012,344,96990,"19115"
"15136","LOUISA","IA",2013,375,103930,"19115"
"15137","LOUISA","IA",2014,432,98140,"19115"
"15138","LOUISA","VA",2006,988,600100,"51109"
"15139","LOUISA","VA",2007,1198,710900,"51109"
"15140","LOUISA","VA",2008,1370,715700,"51109"
"15141","LOUISA","VA",2009,1421,744200,"51109"
"15142","LOUISA","VA",2010,1543,811700,"51109"
"15143","LOUISA","VA",2011,1786,939910,"51109"
"15144","LOUISA","VA",2012,1836,982430,"51109"
"15145","LOUISA","VA",2013,1789,869780,"51109"
"15146","LOUISA","VA",2014,1574,803690,"51109"
"15147","LOVE","OK",2006,370,238650,"40085"
"15148","LOVE","OK",2007,414,237210,"40085"
"15149","LOVE","OK",2008,475,252470,"40085"
"15150","LOVE","OK",2009,576,275130,"40085"
"15151","LOVE","OK",2010,816,326430,"40085"
"15152","LOVE","OK",2011,1104,400220,"40085"
"15153","LOVE","OK",2012,1461,550340,"40085"
"15154","LOVE","OK",2013,1398,555010,"40085"
"15155","LOVE","OK",2014,931,456360,"40085"
"15156","LOWNDES","AL",2006,123,44000,"01085"
"15157","LOWNDES","AL",2007,124,42900,"01085"
"15158","LOWNDES","AL",2008,251,94450,"01085"
"15159","LOWNDES","AL",2009,319,165300,"01085"
"15160","LOWNDES","AL",2010,376,206770,"01085"
"15161","LOWNDES","AL",2011,443,249210,"01085"
"15162","LOWNDES","AL",2012,435,229090,"01085"
"15163","LOWNDES","AL",2013,299,86330,"01085"
"15164","LOWNDES","AL",2014,149,52700,"01085"
"15165","LOWNDES","GA",2006,9932,2987895,"13185"
"15166","LOWNDES","GA",2007,11203,3462120,"13185"
"15167","LOWNDES","GA",2008,12704,3982946,"13185"
"15168","LOWNDES","GA",2009,13012,4399991.5,"13185"
"15169","LOWNDES","GA",2010,14892,4891600,"13185"
"15170","LOWNDES","GA",2011,15181,5559240,"13185"
"15171","LOWNDES","GA",2012,16685,6122250,"13185"
"15172","LOWNDES","GA",2013,15827,5358640,"13185"
"15173","LOWNDES","GA",2014,12804,5438470,"13185"
"15174","LOWNDES","MS",2006,4001,1363910,"28087"
"15175","LOWNDES","MS",2007,4323,1485280,"28087"
"15176","LOWNDES","MS",2008,4376,1688390,"28087"
"15177","LOWNDES","MS",2009,5014,2300330,"28087"
"15178","LOWNDES","MS",2010,6609,3559460,"28087"
"15179","LOWNDES","MS",2011,7256,3676340,"28087"
"15180","LOWNDES","MS",2012,5986,2674950,"28087"
"15181","LOWNDES","MS",2013,5941,2497640,"28087"
"15182","LOWNDES","MS",2014,5541,2494810,"28087"
"15183","LUBBOCK","TX",2006,20369,7839510,"48303"
"15184","LUBBOCK","TX",2007,23182,9235348,"48303"
"15185","LUBBOCK","TX",2008,24622,10485409,"48303"
"15186","LUBBOCK","TX",2009,24619,11462420,"48303"
"15187","LUBBOCK","TX",2010,25308,12063286,"48303"
"15188","LUBBOCK","TX",2011,25423,13207970,"48303"
"15189","LUBBOCK","TX",2012,24168,13301940,"48303"
"15190","LUBBOCK","TX",2013,22135,12925130,"48303"
"15191","LUBBOCK","TX",2014,15969,11904920,"48303"
"15192","LUCAS","IA",2006,882,250195,"19117"
"15193","LUCAS","IA",2007,971,275125,"19117"
"15194","LUCAS","IA",2008,997,303450,"19117"
"15195","LUCAS","IA",2009,1102,345250,"19117"
"15196","LUCAS","IA",2010,1247,365050,"19117"
"15197","LUCAS","IA",2011,1255,349800,"19117"
"15198","LUCAS","IA",2012,1031,305800,"19117"
"15199","LUCAS","IA",2013,1146,326900,"19117"
"15200","LUCAS","IA",2014,1034,331400,"19117"
"15201","LUCAS","OH",2006,39620,18083746,"39095"
"15202","LUCAS","OH",2007,41638,20751482,"39095"
"15203","LUCAS","OH",2008,44495,23716628,"39095"
"15204","LUCAS","OH",2009,45701,24687626,"39095"
"15205","LUCAS","OH",2010,46860,25557424,"39095"
"15206","LUCAS","OH",2011,48721,25242364,"39095"
"15207","LUCAS","OH",2012,50655,25437190,"39095"
"15208","LUCAS","OH",2013,53239,24668954,"39095"
"15209","LUCAS","OH",2014,47824,24807140,"39095"
"15210","LUCE","MI",2006,977,321500,"26095"
"15211","LUCE","MI",2007,1045,365400,"26095"
"15212","LUCE","MI",2008,1505,389600,"26095"
"15213","LUCE","MI",2009,1149,458900,"26095"
"15214","LUCE","MI",2010,1472,495300,"26095"
"15215","LUCE","MI",2011,2068,515300,"26095"
"15216","LUCE","MI",2012,1510,507950,"26095"
"15217","LUCE","MI",2013,1306,566540,"26095"
"15218","LUCE","MI",2014,1201,547900,"26095"
"15219","LUMPKIN","GA",2006,1866,453830,"13187"
"15220","LUMPKIN","GA",2007,2239,567260,"13187"
"15221","LUMPKIN","GA",2008,2172,585950,"13187"
"15222","LUMPKIN","GA",2009,2037,631710,"13187"
"15223","LUMPKIN","GA",2010,2349,704830,"13187"
"15224","LUMPKIN","GA",2011,2612,860850,"13187"
"15225","LUMPKIN","GA",2012,2760,936600,"13187"
"15226","LUMPKIN","GA",2013,2565,905360,"13187"
"15227","LUMPKIN","GA",2014,2343,973260,"13187"
"15228","LUNA","NM",2006,1727,641200,"35029"
"15229","LUNA","NM",2007,1959,676230,"35029"
"15230","LUNA","NM",2008,2102,744600,"35029"
"15231","LUNA","NM",2009,2231,813830,"35029"
"15232","LUNA","NM",2010,2723,1027720,"35029"
"15233","LUNA","NM",2011,2674,1118690,"35029"
"15234","LUNA","NM",2012,2266,1050560,"35029"
"15235","LUNA","NM",2013,2274,956800,"35029"
"15236","LUNA","NM",2014,2040,1172790,"35029"
"15237","LUNENBURG","VA",2006,470,169400,"51111"
"15238","LUNENBURG","VA",2007,465,174800,"51111"
"15239","LUNENBURG","VA",2008,559,184110,"51111"
"15240","LUNENBURG","VA",2009,547,189790,"51111"
"15241","LUNENBURG","VA",2010,763,246130,"51111"
"15242","LUNENBURG","VA",2011,866,287340,"51111"
"15243","LUNENBURG","VA",2012,897,283500,"51111"
"15244","LUNENBURG","VA",2013,964,282700,"51111"
"15245","LUNENBURG","VA",2014,919,262860,"51111"
"15246","LUQUILLO","PR",2006,107,31200,NA
"15247","LUQUILLO","PR",2007,115,31000,NA
"15248","LUQUILLO","PR",2008,156,43900,NA
"15249","LUQUILLO","PR",2009,128,35300,NA
"15250","LUQUILLO","PR",2010,153,44600,NA
"15251","LUQUILLO","PR",2011,205,59820,NA
"15252","LUQUILLO","PR",2012,152,54400,NA
"15253","LUQUILLO","PR",2013,97,40800,NA
"15254","LUQUILLO","PR",2014,67,37130,NA
"15255","LUZERNE","PA",2006,27994,9800690,"42079"
"15256","LUZERNE","PA",2007,31098,11252380,"42079"
"15257","LUZERNE","PA",2008,32715,12142895,"42079"
"15258","LUZERNE","PA",2009,33329,13243135,"42079"
"15259","LUZERNE","PA",2010,35635,13982396,"42079"
"15260","LUZERNE","PA",2011,37096,15203335,"42079"
"15261","LUZERNE","PA",2012,38441,15433760,"42079"
"15262","LUZERNE","PA",2013,41326,14974520,"42079"
"15263","LUZERNE","PA",2014,36346,14622450,"42079"
"15264","LYCOMING","PA",2006,9183,2633750,"42081"
"15265","LYCOMING","PA",2007,10170,3030830,"42081"
"15266","LYCOMING","PA",2008,10888,3348020,"42081"
"15267","LYCOMING","PA",2009,10512,3771020,"42081"
"15268","LYCOMING","PA",2010,12408,4273730,"42081"
"15269","LYCOMING","PA",2011,13655,4794780,"42081"
"15270","LYCOMING","PA",2012,13677,4926310,"42081"
"15271","LYCOMING","PA",2013,15229,5125990,"42081"
"15272","LYCOMING","PA",2014,13067,5235170,"42081"
"15273","LYMAN","SD",2009,22,4500,"46085"
"15274","LYMAN","SD",2010,142,29300,"46085"
"15275","LYMAN","SD",2011,190,42600,"46085"
"15276","LYMAN","SD",2012,133,35700,"46085"
"15277","LYMAN","SD",2013,118,28100,"46085"
"15278","LYMAN","SD",2014,108,28200,"46085"
"15279","LYNCHBURG CITY","VA",2006,6963,2684070,"51680"
"15280","LYNCHBURG CITY","VA",2007,7634,3118210,"51680"
"15281","LYNCHBURG CITY","VA",2008,8495,3470680,"51680"
"15282","LYNCHBURG CITY","VA",2009,10188,4089930,"51680"
"15283","LYNCHBURG CITY","VA",2010,11288,4211370,"51680"
"15284","LYNCHBURG CITY","VA",2011,12483,4817570,"51680"
"15285","LYNCHBURG CITY","VA",2012,12217,5065085,"51680"
"15286","LYNCHBURG CITY","VA",2013,12781,5111840,"51680"
"15287","LYNCHBURG CITY","VA",2014,9729,4897010,"51680"
"15288","LYNN","TX",2006,144,44100,"48305"
"15289","LYNN","TX",2007,178,43430,"48305"
"15290","LYNN","TX",2008,189,40360,"48305"
"15291","LYNN","TX",2009,191,44330,"48305"
"15292","LYNN","TX",2010,203,47950,"48305"
"15293","LYNN","TX",2011,207,53840,"48305"
"15294","LYNN","TX",2012,226,63710,"48305"
"15295","LYNN","TX",2013,175,72340,"48305"
"15296","LYNN","TX",2014,142,62740,"48305"
"15297","LYON","IA",2006,530,122420,"19119"
"15298","LYON","IA",2007,596,148560,"19119"
"15299","LYON","IA",2008,747,183490,"19119"
"15300","LYON","IA",2009,643,189300,"19119"
"15301","LYON","IA",2010,619,201600,"19119"
"15302","LYON","IA",2011,783,253620,"19119"
"15303","LYON","IA",2012,690,248100,"19119"
"15304","LYON","IA",2013,779,270400,"19119"
"15305","LYON","IA",2014,688,265700,"19119"
"15306","LYON","KS",2006,2272,919600,"20111"
"15307","LYON","KS",2007,2799,990850,"20111"
"15308","LYON","KS",2008,2998,915220,"20111"
"15309","LYON","KS",2009,2878,956500,"20111"
"15310","LYON","KS",2010,3212,993640,"20111"
"15311","LYON","KS",2011,3265,1075660,"20111"
"15312","LYON","KS",2012,3526,1122900,"20111"
"15313","LYON","KS",2013,3318,1079100,"20111"
"15314","LYON","KS",2014,2884,1041960,"20111"
"15315","LYON","KY",2006,927,460290,"21143"
"15316","LYON","KY",2007,974,487430,"21143"
"15317","LYON","KY",2008,1074,508280,"21143"
"15318","LYON","KY",2009,1285,539450,"21143"
"15319","LYON","KY",2010,1371,516070,"21143"
"15320","LYON","KY",2011,1495,577390,"21143"
"15321","LYON","KY",2012,1386,553280,"21143"
"15322","LYON","KY",2013,1319,464810,"21143"
"15323","LYON","KY",2014,1027,493410,"21143"
"15324","LYON","MN",2006,1509,309800,"27083"
"15325","LYON","MN",2007,1749,357600,"27083"
"15326","LYON","MN",2008,1885,404000,"27083"
"15327","LYON","MN",2009,2058,433900,"27083"
"15328","LYON","MN",2010,2417,481930,"27083"
"15329","LYON","MN",2011,2256,489460,"27083"
"15330","LYON","MN",2012,1941,512110,"27083"
"15331","LYON","MN",2013,2189,528610,"27083"
"15332","LYON","MN",2014,1978,544750,"27083"
"15333","LYON","NV",2006,3235,1318600,"32019"
"15334","LYON","NV",2007,3754,1593914,"32019"
"15335","LYON","NV",2008,5218,1975564,"32019"
"15336","LYON","NV",2009,5831,2303880,"32019"
"15337","LYON","NV",2010,6161,2549000,"32019"
"15338","LYON","NV",2011,6160,2776690,"32019"
"15339","LYON","NV",2012,5831,2832010,"32019"
"15340","LYON","NV",2013,6242,2889100,"32019"
"15341","LYON","NV",2014,5876,3003330,"32019"
"15342","MACKINAC","MI",2006,906,281660,"26097"
"15343","MACKINAC","MI",2007,950,301300,"26097"
"15344","MACKINAC","MI",2008,1067,307900,"26097"
"15345","MACKINAC","MI",2009,1311,353600,"26097"
"15346","MACKINAC","MI",2010,1482,401200,"26097"
"15347","MACKINAC","MI",2011,1425,466100,"26097"
"15348","MACKINAC","MI",2012,1367,511700,"26097"
"15349","MACKINAC","MI",2013,1421,535120,"26097"
"15350","MACKINAC","MI",2014,1130,499400,"26097"
"15351","MACOMB","MI",2006,67963,25871050,"26099"
"15352","MACOMB","MI",2007,79245,31928370,"26099"
"15353","MACOMB","MI",2008,84960,35904050,"26099"
"15354","MACOMB","MI",2009,88514,40270270,"26099"
"15355","MACOMB","MI",2010,97102,45030310,"26099"
"15356","MACOMB","MI",2011,105057,51841940,"26099"
"15357","MACOMB","MI",2012,109809,54266556,"26099"
"15358","MACOMB","MI",2013,115210,51844380,"26099"
"15359","MACOMB","MI",2014,90552,50802540,"26099"
"15360","MACON","AL",2006,834,278270,"01087"
"15361","MACON","AL",2007,874,323170,"01087"
"15362","MACON","AL",2008,976,388590,"01087"
"15363","MACON","AL",2009,935,429820,"01087"
"15364","MACON","AL",2010,988,458970,"01087"
"15365","MACON","AL",2011,1058,419720,"01087"
"15366","MACON","AL",2012,1285,565860,"01087"
"15367","MACON","AL",2013,1376,563290,"01087"
"15368","MACON","AL",2014,954,492770,"01087"
"15369","MACON","GA",2006,985,455300,"13193"
"15370","MACON","GA",2007,1169,472630,"13193"
"15371","MACON","GA",2008,1260,518730,"13193"
"15372","MACON","GA",2009,1058,500700,"13193"
"15373","MACON","GA",2010,1336,651400,"13193"
"15374","MACON","GA",2011,1241,599030,"13193"
"15375","MACON","GA",2012,1399,621480,"13193"
"15376","MACON","GA",2013,1542,643530,"13193"
"15377","MACON","GA",2014,1041,659310,"13193"
"15378","MACON","IL",2006,7320,2827150,"17115"
"15379","MACON","IL",2007,8392,3044870,"17115"
"15380","MACON","IL",2008,10172,3489460,"17115"
"15381","MACON","IL",2009,10491,3705114,"17115"
"15382","MACON","IL",2010,11349,4133010,"17115"
"15383","MACON","IL",2011,12293,4713990,"17115"
"15384","MACON","IL",2012,11980,4812640,"17115"
"15385","MACON","IL",2013,12704,4849650,"17115"
"15386","MACON","IL",2014,9998,4864340,"17115"
"15387","MACON","MO",2006,1267,378300,"29121"
"15388","MACON","MO",2007,1256,394080,"29121"
"15389","MACON","MO",2008,1410,463280,"29121"
"15390","MACON","MO",2009,1550,460590,"29121"
"15391","MACON","MO",2010,1779,525200,"29121"
"15392","MACON","MO",2011,2183,638690,"29121"
"15393","MACON","MO",2012,2045,650140,"29121"
"15394","MACON","MO",2013,1825,650550,"29121"
"15395","MACON","MO",2014,1551,633060,"29121"
"15396","MACON","NC",2006,3653,1217510,"37113"
"15397","MACON","NC",2007,4129,1302590,"37113"
"15398","MACON","NC",2008,4258,1313570,"37113"
"15399","MACON","NC",2009,4714,1523220,"37113"
"15400","MACON","NC",2010,5356,1604350,"37113"
"15401","MACON","NC",2011,5385,1611670,"37113"
"15402","MACON","NC",2012,5035,1628800,"37113"
"15403","MACON","NC",2013,4814,1520930,"37113"
"15404","MACON","NC",2014,4427,1538670,"37113"
"15405","MACON","TN",2006,2026,807730,"47111"
"15406","MACON","TN",2007,2415,1018100,"47111"
"15407","MACON","TN",2008,2522,1105400,"47111"
"15408","MACON","TN",2009,2722,1170760,"47111"
"15409","MACON","TN",2010,3048,1311740,"47111"
"15410","MACON","TN",2011,3102,1411300,"47111"
"15411","MACON","TN",2012,3119,1511920,"47111"
"15412","MACON","TN",2013,3051,1529130,"47111"
"15413","MACON","TN",2014,2654,1618200,"47111"
"15414","MACOUPIN","IL",2006,2607,857800,"17117"
"15415","MACOUPIN","IL",2007,2805,956260,"17117"
"15416","MACOUPIN","IL",2008,3639,1115040,"17117"
"15417","MACOUPIN","IL",2009,4271,1228740,"17117"
"15418","MACOUPIN","IL",2010,4936,1339780,"17117"
"15419","MACOUPIN","IL",2011,5643,1513910,"17117"
"15420","MACOUPIN","IL",2012,5172,1670970,"17117"
"15421","MACOUPIN","IL",2013,4941,1659270,"17117"
"15422","MACOUPIN","IL",2014,3842,1584790,"17117"
"15423","MADERA","CA",2006,6173,3184265,"06039"
"15424","MADERA","CA",2007,6555,3538280,"06039"
"15425","MADERA","CA",2008,6723,3881350,"06039"
"15426","MADERA","CA",2009,7366,4320890,"06039"
"15427","MADERA","CA",2010,8444,4701970,"06039"
"15428","MADERA","CA",2011,9081,4985090,"06039"
"15429","MADERA","CA",2012,8581,4998940,"06039"
"15430","MADERA","CA",2013,8451,4895810,"06039"
"15431","MADERA","CA",2014,8566,4840110,"06039"
"15432","MADISON","AL",2006,28508,12647300,"01089"
"15433","MADISON","AL",2007,33539,14933974,"01089"
"15434","MADISON","AL",2008,37196,16993676.1,"01089"
"15435","MADISON","AL",2009,39973,16434867.8,"01089"
"15436","MADISON","AL",2010,42882,18142327,"01089"
"15437","MADISON","AL",2011,46145,20586453,"01089"
"15438","MADISON","AL",2012,49487,22995264,"01089"
"15439","MADISON","AL",2013,48913,21177124,"01089"
"15440","MADISON","AL",2014,37628,20386986,"01089"
"15441","MADISON","AR",2006,956,268980,"05087"
"15442","MADISON","AR",2007,1166,331740,"05087"
"15443","MADISON","AR",2008,1416,386060,"05087"
"15444","MADISON","AR",2009,1431,476700,"05087"
"15445","MADISON","AR",2010,1968,598800,"05087"
"15446","MADISON","AR",2011,2230,680940,"05087"
"15447","MADISON","AR",2012,2256,782800,"05087"
"15448","MADISON","AR",2013,2042,780300,"05087"
"15449","MADISON","AR",2014,2049,836500,"05087"
"15450","MADISON","FL",2006,1416,361500,"12079"
"15451","MADISON","FL",2007,1466,393000,"12079"
"15452","MADISON","FL",2008,1602,405600,"12079"
"15453","MADISON","FL",2009,1615,454410,"12079"
"15454","MADISON","FL",2010,1818,489050,"12079"
"15455","MADISON","FL",2011,1889,550280,"12079"
"15456","MADISON","FL",2012,1721,526900,"12079"
"15457","MADISON","FL",2013,1627,509440,"12079"
"15458","MADISON","FL",2014,1131,527860,"12079"
"15459","MADISON","GA",2006,2174,968800,"13195"
"15460","MADISON","GA",2007,2679,1195220,"13195"
"15461","MADISON","GA",2008,3046,1241930,"13195"
"15462","MADISON","GA",2009,3031,1289600,"13195"
"15463","MADISON","GA",2010,3690,1467350,"13195"
"15464","MADISON","GA",2011,3833,1560800,"13195"
"15465","MADISON","GA",2012,3856,1679320,"13195"
"15466","MADISON","GA",2013,4251,1795500,"13195"
"15467","MADISON","GA",2014,3925,1868580,"13195"
"15468","MADISON","IA",2006,966,307000,"19121"
"15469","MADISON","IA",2007,956,340300,"19121"
"15470","MADISON","IA",2008,1151,386300,"19121"
"15471","MADISON","IA",2009,1350,420900,"19121"
"15472","MADISON","IA",2010,1455,441780,"19121"
"15473","MADISON","IA",2011,1585,475940,"19121"
"15474","MADISON","IA",2012,1540,482480,"19121"
"15475","MADISON","IA",2013,1735,452340,"19121"
"15476","MADISON","IA",2014,1505,466800,"19121"
"15477","MADISON","ID",2006,1741,473400,"16065"
"15478","MADISON","ID",2007,1944,524630,"16065"
"15479","MADISON","ID",2008,2191,595800,"16065"
"15480","MADISON","ID",2009,2212,632370,"16065"
"15481","MADISON","ID",2010,2527,723100,"16065"
"15482","MADISON","ID",2011,2817,777280,"16065"
"15483","MADISON","ID",2012,2789,782360,"16065"
"15484","MADISON","ID",2013,2896,830600,"16065"
"15485","MADISON","ID",2014,2573,863150,"16065"
"15486","MADISON","IL",2006,21336,7733770,"17119"
"15487","MADISON","IL",2007,24926,8890600,"17119"
"15488","MADISON","IL",2008,27719,9982350,"17119"
"15489","MADISON","IL",2009,29381,11102810,"17119"
"15490","MADISON","IL",2010,32578,12077150,"17119"
"15491","MADISON","IL",2011,35679,13786870,"17119"
"15492","MADISON","IL",2012,35928,14297100,"17119"
"15493","MADISON","IL",2013,36212,14290645,"17119"
"15494","MADISON","IL",2014,27876,14197420,"17119"
"15495","MADISON","IN",2006,14823,7289540,"18095"
"15496","MADISON","IN",2007,17171,9204834,"18095"
"15497","MADISON","IN",2008,17450,9864460,"18095"
"15498","MADISON","IN",2009,17102,10592660,"18095"
"15499","MADISON","IN",2010,17297,10581660,"18095"
"15500","MADISON","IN",2011,17649,11668650,"18095"
"15501","MADISON","IN",2012,18166,12256880,"18095"
"15502","MADISON","IN",2013,16639,10807810,"18095"
"15503","MADISON","IN",2014,10874,7889920,"18095"
"15504","MADISON","KY",2006,8171,2967360,"21151"
"15505","MADISON","KY",2007,8820,3318680,"21151"
"15506","MADISON","KY",2008,9388,3657390,"21151"
"15507","MADISON","KY",2009,9796,3968220,"21151"
"15508","MADISON","KY",2010,12989,5154951,"21151"
"15509","MADISON","KY",2011,14316,6059580,"21151"
"15510","MADISON","KY",2012,12506,5169680,"21151"
"15511","MADISON","KY",2013,10035,4423700,"21151"
"15512","MADISON","KY",2014,7968,4464270,"21151"
"15513","MADISON","LA",2006,513,205050,"22065"
"15514","MADISON","LA",2007,551,229890,"22065"
"15515","MADISON","LA",2008,625,264130,"22065"
"15516","MADISON","LA",2009,707,315920,"22065"
"15517","MADISON","LA",2010,818,343300,"22065"
"15518","MADISON","LA",2011,850,339320,"22065"
"15519","MADISON","LA",2012,940,326910,"22065"
"15520","MADISON","LA",2013,1014,336230,"22065"
"15521","MADISON","LA",2014,596,297400,"22065"
"15522","MADISON","MO",2006,1724,448700,"29123"
"15523","MADISON","MO",2007,1915,481900,"29123"
"15524","MADISON","MO",2008,2063,572500,"29123"
"15525","MADISON","MO",2009,1933,600200,"29123"
"15526","MADISON","MO",2010,2328,659390,"29123"
"15527","MADISON","MO",2011,2563,776080,"29123"
"15528","MADISON","MO",2012,2726,868620,"29123"
"15529","MADISON","MO",2013,2803,950010,"29123"
"15530","MADISON","MO",2014,1872,950300,"29123"
"15531","MADISON","MS",2006,7463,2265360,"28089"
"15532","MADISON","MS",2007,8419,2694700,"28089"
"15533","MADISON","MS",2008,9431,3017640,"28089"
"15534","MADISON","MS",2009,10326,3286290,"28089"
"15535","MADISON","MS",2010,11120,3734000,"28089"
"15536","MADISON","MS",2011,12480,4331860,"28089"
"15537","MADISON","MS",2012,13493,4462530,"28089"
"15538","MADISON","MS",2013,13073,4351760,"28089"
"15539","MADISON","MS",2014,8739,4191140,"28089"
"15540","MADISON","MT",2006,289,102100,"30057"
"15541","MADISON","MT",2007,335,108900,"30057"
"15542","MADISON","MT",2008,355,125200,"30057"
"15543","MADISON","MT",2009,446,135000,"30057"
"15544","MADISON","MT",2010,485,140200,"30057"
"15545","MADISON","MT",2011,579,179000,"30057"
"15546","MADISON","MT",2012,628,193200,"30057"
"15547","MADISON","MT",2013,683,210200,"30057"
"15548","MADISON","MT",2014,583,188700,"30057"
"15549","MADISON","NC",2006,1351,554870,"37115"
"15550","MADISON","NC",2007,1544,645590,"37115"
"15551","MADISON","NC",2008,1647,644480,"37115"
"15552","MADISON","NC",2009,1661,749460,"37115"
"15553","MADISON","NC",2010,1977,789030,"37115"
"15554","MADISON","NC",2011,2040,740000,"37115"
"15555","MADISON","NC",2012,2074,662400,"37115"
"15556","MADISON","NC",2013,2060,610800,"37115"
"15557","MADISON","NC",2014,1647,518700,"37115"
"15558","MADISON","NE",2006,2240,667180,"31119"
"15559","MADISON","NE",2007,2447,689860,"31119"
"15560","MADISON","NE",2008,2837,765400,"31119"
"15561","MADISON","NE",2009,2786,804000,"31119"
"15562","MADISON","NE",2010,3288,859500,"31119"
"15563","MADISON","NE",2011,3374,937580,"31119"
"15564","MADISON","NE",2012,3150,983520,"31119"
"15565","MADISON","NE",2013,3406,998240,"31119"
"15566","MADISON","NE",2014,2809,952660,"31119"
"15567","MADISON","NY",2006,5009,1667592,"36053"
"15568","MADISON","NY",2007,5667,1896540,"36053"
"15569","MADISON","NY",2008,6273,2097280,"36053"
"15570","MADISON","NY",2009,6308,2331840,"36053"
"15571","MADISON","NY",2010,6748,2388180,"36053"
"15572","MADISON","NY",2011,7344,2672180,"36053"
"15573","MADISON","NY",2012,7258,2787450,"36053"
"15574","MADISON","NY",2013,7280,2667850,"36053"
"15575","MADISON","NY",2014,5988,2557190,"36053"
"15576","MADISON","OH",2006,3526,1238994,"39097"
