"","Areaname","STCOU","LND010190F","LND010190D","LND010190N1","LND010190N2","LND010200F","LND010200D","LND010200N1","LND010200N2","LND110180F","LND110180D","LND110180N1","LND110180N2","LND110190F","LND110190D","LND110190N1","LND110190N2","LND110200F","LND110200D","LND110200N1","LND110200N2","LND110210F","LND110210D","LND110210N1","LND110210N2","LND210190F","LND210190D","LND210190N1","LND210190N2","LND210200F","LND210200D","LND210200N1","LND210200N2"
"98","Yakutat, AK","02282",2,0,"5084","0000",0,9459.28,"0000","0000",2,0,"5084","0000",2,0,"5084","0000",0,7650.46,"0000","0000",0,7649.46,"0000","0000",2,0,"5084","0000",0,1808.82,"0000","0000"
"99","Yukon-Koyukuk, AK","02290",1,158995.95,"5082","0000",0,147842.51,"0000","0000",1,159099,"5082","0000",1,157121.27,"5082","0000",0,145899.69,"0000","0000",0,145504.79,"0000","0000",1,1874.68,"5082","0000",0,1942.83,"0000","0000"
"100","ARIZONA","04000",0,114006.26,"0000","0000",0,113998.3,"0000","0000",0,113508.06,"0000","0000",0,113642.26,"0000","0000",0,113634.57,"0000","0000",0,113594.08,"0000","0000",0,364,"0000","0000",0,363.73,"0000","0000"
"101","Apache, AZ","04001",0,11219.17,"0000","0000",0,11218.42,"0000","0000",0,11211.05,"0000","0000",0,11205.68,"0000","0000",0,11204.88,"0000","0000",0,11197.52,"0000","0000",0,13.49,"0000","0000",0,13.54,"0000","0000"
"102","Cochise, AZ","04003",0,6219.32,"0000","0000",0,6218.77,"0000","0000",0,6218.37,"0000","0000",0,6170,"0000","0000",0,6169.45,"0000","0000",0,6165.69,"0000","0000",0,49.32,"0000","0000",0,49.32,"0000","0000"
"103","Coconino, AZ","04005",0,18662.57,"0000","0000",0,18661.21,"0000","0000",0,18607.63,"0000","0000",0,18619.14,"0000","0000",0,18617.42,"0000","0000",0,18618.89,"0000","0000",0,43.43,"0000","0000",0,43.79,"0000","0000"
"104","Gila, AZ","04007",0,4796.14,"0000","0000",0,4795.74,"0000","0000",0,4752.4,"0000","0000",0,4768.11,"0000","0000",0,4767.7,"0000","0000",0,4757.93,"0000","0000",0,28.03,"0000","0000",0,28.03,"0000","0000"
"105","Graham, AZ","04009",0,4641.47,"0000","0000",0,4641.14,"0000","0000",0,4630.37,"0000","0000",0,4629.64,"0000","0000",0,4629.32,"0000","0000",0,4622.6,"0000","0000",0,11.83,"0000","0000",0,11.83,"0000","0000"
"106","Greenlee, AZ","04011",0,1848.55,"0000","0000",0,1848.42,"0000","0000",0,1836.76,"0000","0000",0,1847.13,"0000","0000",0,1847,"0000","0000",0,1843.13,"0000","0000",0,1.42,"0000","0000",0,1.42,"0000","0000"
"107","La Paz, AZ","04012",0,4513.66,"0000","0000",0,4513.36,"0000","0000",2,0,"5071","0000",0,4499.57,"0000","0000",0,4499.95,"0000","0000",0,4499.63,"0000","0000",0,14.09,"0000","0000",0,13.4,"0000","0000"
"108","Maricopa, AZ","04013",0,9224.86,"0000","0000",0,9224.27,"0000","0000",0,9126.76,"0000","0000",0,9204.05,"0000","0000",0,9203.14,"0000","0000",0,9200.14,"0000","0000",0,20.81,"0000","0000",0,21.13,"0000","0000"
"109","Mohave, AZ","04015",0,13470.5,"0000","0000",0,13469.71,"0000","0000",0,13285.33,"0000","0000",0,13312.42,"0000","0000",0,13311.64,"0000","0000",0,13311.08,"0000","0000",0,158.08,"0000","0000",0,158.07,"0000","0000"
"110","Navajo, AZ","04017",0,9960.22,"0000","0000",0,9959.49,"0000","0000",0,9954.71,"0000","0000",0,9953.8,"0000","0000",0,9953.18,"0000","0000",0,9950.42,"0000","0000",0,6.42,"0000","0000",0,6.31,"0000","0000"
"111","Pima, AZ","04019",0,9189.44,"0000","0000",0,9188.83,"0000","0000",0,9186.79,"0000","0000",0,9187.01,"0000","0000",0,9186.27,"0000","0000",0,9187.04,"0000","0000",0,2.43,"0000","0000",0,2.57,"0000","0000"
"112","Pinal, AZ","04021",0,5374.49,"0000","0000",0,5374.09,"0000","0000",0,5343.34,"0000","0000",0,5369.99,"0000","0000",0,5369.59,"0000","0000",0,5365.61,"0000","0000",0,4.5,"0000","0000",0,4.5,"0000","0000"
"113","Santa Cruz, AZ","04023",0,1238.22,"0000","0000",0,1238.11,"0000","0000",0,1238,"0000","0000",0,1237.75,"0000","0000",0,1237.63,"0000","0000",0,1236.92,"0000","0000",0,0.47,"0000","0000",0,0.47,"0000","0000"
"114","Yavapai, AZ","04025",0,8128.33,"0000","0000",0,8127.78,"0000","0000",0,8122.52,"0000","0000",0,8123.54,"0000","0000",0,8123.3,"0000","0000",0,8123.5,"0000","0000",0,4.79,"0000","0000",0,4.48,"0000","0000"
"115","Yuma, AZ","04027",0,5519.32,"0000","0000",0,5518.96,"0000","0000",1,9994.03,"5071","0000",0,5514.43,"0000","0000",0,5514.09,"0000","0000",0,5513.99,"0000","0000",0,4.89,"0000","0000",0,4.87,"0000","0000"
"116","ARKANSAS","05000",0,53182.36,"0000","0000",0,53178.62,"0000","0000",0,52078.24,"0000","0000",0,52075.29,"0000","0000",0,52068.17,"0000","0000",0,52035.48,"0000","0000",0,1107.07,"0000","0000",0,1110.45,"0000","0000"
"117","Arkansas, AR","05001",0,1033.85,"0000","0000",0,1033.79,"0000","0000",0,1005.87,"0000","0000",0,988.53,"0000","0000",0,988.49,"0000","0000",0,988.77,"0000","0000",0,45.32,"0000","0000",0,45.3,"0000","0000"
"118","Ashley, AR","05003",0,939.16,"0000","0000",0,939.08,"0000","0000",0,933.57,"0000","0000",0,921.36,"0000","0000",0,921.15,"0000","0000",0,925.35,"0000","0000",0,17.8,"0000","0000",0,17.93,"0000","0000"
"119","Baxter, AR","05005",0,586.78,"0000","0000",0,586.74,"0000","0000",0,545.77,"0000","0000",0,554.41,"0000","0000",0,554.36,"0000","0000",0,554.28,"0000","0000",0,32.37,"0000","0000",0,32.38,"0000","0000"
"120","Benton, AR","05007",0,876.82,"0000","0000",0,880.24,"0000","0000",0,843.47,"0000","0000",0,843.31,"0000","0000",0,845.99,"0000","0000",0,847.36,"0000","0000",0,33.51,"0000","0000",0,34.25,"0000","0000"
"121","Boone, AR","05009",0,601.86,"0000","0000",0,601.82,"0000","0000",0,583.97,"0000","0000",0,591.22,"0000","0000",0,591.18,"0000","0000",0,590.23,"0000","0000",0,10.64,"0000","0000",0,10.64,"0000","0000"
"122","Bradley, AR","05011",0,654.43,"0000","0000",0,654.38,"0000","0000",0,654.14,"0000","0000",0,650.68,"0000","0000",0,650.63,"0000","0000",0,649.23,"0000","0000",0,3.75,"0000","0000",0,3.75,"0000","0000"
"123","Calhoun, AR","05013",0,632.59,"0000","0000",0,632.54,"0000","0000",0,628.49,"0000","0000",0,628.33,"0000","0000",0,628.27,"0000","0000",0,628.58,"0000","0000",0,4.26,"0000","0000",0,4.27,"0000","0000"
"124","Carroll, AR","05015",0,642.33,"0000","0000",0,638.81,"0000","0000",0,633.96,"0000","0000",0,633.79,"0000","0000",0,630.27,"0000","0000",0,630.09,"0000","0000",0,8.54,"0000","0000",0,8.54,"0000","0000"
"125","Chicot, AR","05017",0,690.93,"0000","0000",0,690.88,"0000","0000",0,649.41,"0000","0000",0,644.07,"0000","0000",0,644.03,"0000","0000",0,644.3,"0000","0000",0,46.86,"0000","0000",0,46.86,"0000","0000"
"126","Clark, AR","05019",0,882.68,"0000","0000",0,882.6,"0000","0000",0,866.64,"0000","0000",0,865.51,"0000","0000",0,865.43,"0000","0000",0,866.07,"0000","0000",0,17.17,"0000","0000",0,17.17,"0000","0000"
"127","Clay, AR","05021",0,641.47,"0000","0000",0,641.42,"0000","0000",0,640.98,"0000","0000",0,639.35,"0000","0000",0,639.3,"0000","0000",0,639.47,"0000","0000",0,2.12,"0000","0000",0,2.12,"0000","0000"
"128","Cleburne, AR","05023",0,591.95,"0000","0000",0,591.91,"0000","0000",0,550.51,"0000","0000",0,553.09,"0000","0000",0,553.05,"0000","0000",0,553.69,"0000","0000",0,38.86,"0000","0000",0,38.86,"0000","0000"
"129","Cleveland, AR","05025",0,598.84,"0000","0000",0,598.8,"0000","0000",0,598.66,"0000","0000",0,597.75,"0000","0000",0,597.74,"0000","0000",0,597.78,"0000","0000",0,1.09,"0000","0000",0,1.06,"0000","0000"
"130","Columbia, AR","05027",0,766.94,"0000","0000",0,766.86,"0000","0000",0,767.1,"0000","0000",0,766.19,"0000","0000",0,766.11,"0000","0000",0,766.05,"0000","0000",0,0.75,"0000","0000",0,0.75,"0000","0000"
"131","Conway, AR","05029",0,566.71,"0000","0000",0,566.66,"0000","0000",0,558.37,"0000","0000",0,556.22,"0000","0000",0,556.15,"0000","0000",0,552.25,"0000","0000",0,10.49,"0000","0000",0,10.51,"0000","0000"
"132","Craighead, AR","05031",0,713.03,"0000","0000",0,712.98,"0000","0000",0,713.22,"0000","0000",0,710.8,"0000","0000",0,710.84,"0000","0000",0,707.21,"0000","0000",0,2.23,"0000","0000",0,2.14,"0000","0000"
"133","Crawford, AR","05033",0,604.24,"0000","0000",0,604.2,"0000","0000",0,593.61,"0000","0000",0,595.5,"0000","0000",0,595.39,"0000","0000",0,593.09,"0000","0000",0,8.74,"0000","0000",0,8.81,"0000","0000"
"134","Crittenden, AR","05035",0,636.73,"0000","0000",0,636.69,"0000","0000",0,599.35,"0000","0000",0,610.49,"0000","0000",0,610.17,"0000","0000",0,609.76,"0000","0000",0,26.24,"0000","0000",0,26.52,"0000","0000"
"135","Cross, AR","05037",0,622.38,"0000","0000",0,622.33,"0000","0000",0,622.49,"0000","0000",0,615.9,"0000","0000",0,615.85,"0000","0000",0,616.38,"0000","0000",0,6.48,"0000","0000",0,6.49,"0000","0000"
"136","Dallas, AR","05039",0,668.21,"0000","0000",0,668.16,"0000","0000",0,667.73,"0000","0000",0,667.47,"0000","0000",0,667.42,"0000","0000",0,667.39,"0000","0000",0,0.74,"0000","0000",0,0.74,"0000","0000"
"137","Desha, AR","05041",0,819.57,"0000","0000",0,819.52,"0000","0000",0,746.47,"0000","0000",0,765.04,"0000","0000",0,764.99,"0000","0000",0,768.15,"0000","0000",0,54.53,"0000","0000",0,54.53,"0000","0000"
"138","Drew, AR","05043",0,835.71,"0000","0000",0,835.65,"0000","0000",0,831.4,"0000","0000",0,828.24,"0000","0000",0,828.18,"0000","0000",0,828.36,"0000","0000",0,7.47,"0000","0000",0,7.47,"0000","0000"
"139","Faulkner, AR","05045",0,664.05,"0000","0000",0,664.01,"0000","0000",0,645.43,"0000","0000",0,647.36,"0000","0000",0,647.38,"0000","0000",0,647.88,"0000","0000",0,16.69,"0000","0000",0,16.63,"0000","0000"
"140","Franklin, AR","05047",0,619.72,"0000","0000",0,619.69,"0000","0000",0,608.7,"0000","0000",0,609.59,"0000","0000",0,609.55,"0000","0000",0,608.86,"0000","0000",0,10.13,"0000","0000",0,10.13,"0000","0000"
"141","Fulton, AR","05049",0,620.36,"0000","0000",0,620.31,"0000","0000",0,616.09,"0000","0000",0,618.23,"0000","0000",0,618.16,"0000","0000",0,618.19,"0000","0000",0,2.13,"0000","0000",0,2.16,"0000","0000"
"142","Garland, AR","05051",0,734.61,"0000","0000",0,734.57,"0000","0000",0,656.91,"0000","0000",0,678.05,"0000","0000",0,677.22,"0000","0000",0,677.78,"0000","0000",0,56.56,"0000","0000",0,57.35,"0000","0000"
"143","Grant, AR","05053",0,633.06,"0000","0000",0,633.01,"0000","0000",0,632.97,"0000","0000",0,631.83,"0000","0000",0,631.78,"0000","0000",0,631.81,"0000","0000",0,1.23,"0000","0000",0,1.23,"0000","0000"
"144","Greene, AR","05055",0,579.69,"0000","0000",0,579.65,"0000","0000",0,578.54,"0000","0000",0,577.55,"0000","0000",0,577.51,"0000","0000",0,577.7,"0000","0000",0,2.14,"0000","0000",0,2.14,"0000","0000"
"145","Hempstead, AR","05057",0,741.42,"0000","0000",0,741.36,"0000","0000",0,724.53,"0000","0000",0,728.85,"0000","0000",0,728.77,"0000","0000",0,727.52,"0000","0000",0,12.57,"0000","0000",0,12.59,"0000","0000"
"146","Hot Spring, AR","05059",0,622.2,"0000","0000",0,622.16,"0000","0000",0,615.01,"0000","0000",0,614.97,"0000","0000",0,614.93,"0000","0000",0,615.2,"0000","0000",0,7.23,"0000","0000",0,7.22,"0000","0000"
"147","Howard, AR","05061",0,595.24,"0000","0000",0,595.2,"0000","0000",0,573.64,"0000","0000",0,587.47,"0000","0000",0,587.42,"0000","0000",0,588.55,"0000","0000",0,7.77,"0000","0000",0,7.78,"0000","0000"
"148","Independence, AR","05063",0,771.64,"0000","0000",0,771.57,"0000","0000",0,763.42,"0000","0000",0,763.85,"0000","0000",0,763.78,"0000","0000",0,763.95,"0000","0000",0,7.79,"0000","0000",0,7.79,"0000","0000"
"149","Izard, AR","05065",0,584.07,"0000","0000",0,584.02,"0000","0000",0,581.3,"0000","0000",0,580.75,"0000","0000",0,580.68,"0000","0000",0,580.58,"0000","0000",0,3.32,"0000","0000",0,3.34,"0000","0000"
"150","Jackson, AR","05067",0,641.5,"0000","0000",0,641.45,"0000","0000",0,632.74,"0000","0000",0,633.58,"0000","0000",0,633.52,"0000","0000",0,633.94,"0000","0000",0,7.92,"0000","0000",0,7.92,"0000","0000"
"151","Jefferson, AR","05069",0,913.75,"0000","0000",0,913.7,"0000","0000",0,881.9,"0000","0000",0,884.79,"0000","0000",0,884.82,"0000","0000",0,870.75,"0000","0000",0,28.96,"0000","0000",0,28.88,"0000","0000"
"152","Johnson, AR","05071",0,682.78,"0000","0000",0,682.74,"0000","0000",0,675.57,"0000","0000",0,662.21,"0000","0000",0,662.17,"0000","0000",0,659.8,"0000","0000",0,20.57,"0000","0000",0,20.57,"0000","0000"
"153","Lafayette, AR","05073",0,545.11,"0000","0000",0,545.07,"0000","0000",0,517.59,"0000","0000",0,526.54,"0000","0000",0,526.5,"0000","0000",0,528.27,"0000","0000",0,18.57,"0000","0000",0,18.57,"0000","0000"
"154","Lawrence, AR","05075",0,592.39,"0000","0000",0,592.34,"0000","0000",0,589.11,"0000","0000",0,586.61,"0000","0000",0,586.57,"0000","0000",0,587.61,"0000","0000",0,5.78,"0000","0000",0,5.78,"0000","0000"
"155","Lee, AR","05077",0,619.5,"0000","0000",0,619.47,"0000","0000",0,601.64,"0000","0000",0,601.7,"0000","0000",0,601.66,"0000","0000",0,602.62,"0000","0000",0,17.8,"0000","0000",0,17.8,"0000","0000"
"156","Lincoln, AR","05079",0,572.21,"0000","0000",0,572.17,"0000","0000",0,562.45,"0000","0000",0,561.24,"0000","0000",0,561.2,"0000","0000",0,561.52,"0000","0000",0,10.97,"0000","0000",0,10.97,"0000","0000"
"157","Little River, AR","05081",0,564.9,"0000","0000",0,564.87,"0000","0000",0,515.82,"0000","0000",0,531.76,"0000","0000",0,531.73,"0000","0000",0,532.25,"0000","0000",0,33.14,"0000","0000",0,33.14,"0000","0000"
"158","Logan, AR","05083",0,731.55,"0000","0000",0,731.5,"0000","0000",0,717.17,"0000","0000",0,709.92,"0000","0000",0,709.87,"0000","0000",0,708.13,"0000","0000",0,21.63,"0000","0000",0,21.63,"0000","0000"
"159","Lonoke, AR","05085",0,802.48,"0000","0000",0,802.43,"0000","0000",0,782.87,"0000","0000",0,765.5,"0000","0000",0,765.96,"0000","0000",0,770.73,"0000","0000",0,36.98,"0000","0000",0,36.47,"0000","0000"
"160","Madison, AR","05087",0,837.13,"0000","0000",0,837.06,"0000","0000",0,837.47,"0000","0000",0,836.96,"0000","0000",0,836.81,"0000","0000",0,834.26,"0000","0000",0,0.17,"0000","0000",0,0.25,"0000","0000"
"161","Marion, AR","05089",0,640.38,"0000","0000",0,640.35,"0000","0000",0,587.13,"0000","0000",0,597.73,"0000","0000",0,597.7,"0000","0000",0,597.01,"0000","0000",0,42.65,"0000","0000",0,42.65,"0000","0000"
"162","Miller, AR","05091",0,637.53,"0000","0000",0,637.48,"0000","0000",0,619.14,"0000","0000",0,624.08,"0000","0000",0,623.98,"0000","0000",0,625.58,"0000","0000",0,13.45,"0000","0000",0,13.5,"0000","0000"
"163","Mississippi, AR","05093",0,919.8,"0000","0000",0,919.73,"0000","0000",0,896.48,"0000","0000",0,898.32,"0000","0000",0,898.25,"0000","0000",0,900.57,"0000","0000",0,21.48,"0000","0000",0,21.48,"0000","0000"
"164","Monroe, AR","05095",0,621.46,"0000","0000",0,621.41,"0000","0000",0,608.74,"0000","0000",0,606.72,"0000","0000",0,606.65,"0000","0000",0,607.12,"0000","0000",0,14.74,"0000","0000",0,14.76,"0000","0000"
"165","Montgomery, AR","05097",0,800.34,"0000","0000",0,800.29,"0000","0000",0,774.46,"0000","0000",0,780.97,"0000","0000",0,780.93,"0000","0000",0,779.88,"0000","0000",0,19.37,"0000","0000",0,19.36,"0000","0000"
"166","Nevada, AR","05099",0,620.83,"0000","0000",0,620.78,"0000","0000",0,620.45,"0000","0000",0,620.01,"0000","0000",0,619.95,"0000","0000",0,617.84,"0000","0000",0,0.82,"0000","0000",0,0.83,"0000","0000"
"167","Newton, AR","05101",0,823.24,"0000","0000",0,823.18,"0000","0000",0,822.99,"0000","0000",0,823.03,"0000","0000",0,822.97,"0000","0000",0,820.9,"0000","0000",0,0.21,"0000","0000",0,0.21,"0000","0000"
"168","Ouachita, AR","05103",0,739.7,"0000","0000",0,739.63,"0000","0000",0,736.83,"0000","0000",0,732.52,"0000","0000",0,732.45,"0000","0000",0,732.78,"0000","0000",0,7.18,"0000","0000",0,7.18,"0000","0000"
"169","Perry, AR","05105",0,560.51,"0000","0000",0,560.47,"0000","0000",0,550.42,"0000","0000",0,550.96,"0000","0000",0,550.94,"0000","0000",0,551.4,"0000","0000",0,9.55,"0000","0000",0,9.53,"0000","0000"
"170","Phillips, AR","05107",0,727.34,"0000","0000",0,727.29,"0000","0000",0,685.27,"0000","0000",0,692.72,"0000","0000",0,692.67,"0000","0000",0,695.66,"0000","0000",0,34.62,"0000","0000",0,34.62,"0000","0000"
"171","Pike, AR","05109",0,613.93,"0000","0000",0,613.88,"0000","0000",0,598.48,"0000","0000",0,603.06,"0000","0000",0,603.01,"0000","0000",0,600.62,"0000","0000",0,10.87,"0000","0000",0,10.87,"0000","0000"
"172","Poinsett, AR","05111",0,763.44,"0000","0000",0,763.39,"0000","0000",0,762.32,"0000","0000",0,757.79,"0000","0000",0,757.74,"0000","0000",0,758.39,"0000","0000",0,5.65,"0000","0000",0,5.65,"0000","0000"
"173","Polk, AR","05113",0,862.47,"0000","0000",0,862.42,"0000","0000",0,860.39,"0000","0000",0,859.45,"0000","0000",0,859.38,"0000","0000",0,857.68,"0000","0000",0,3.02,"0000","0000",0,3.04,"0000","0000"
"174","Pope, AR","05115",0,830.84,"0000","0000",0,830.79,"0000","0000",0,820.03,"0000","0000",0,811.95,"0000","0000",0,811.9,"0000","0000",0,812.55,"0000","0000",0,18.89,"0000","0000",0,18.89,"0000","0000"
"175","Prairie, AR","05117",0,675.81,"0000","0000",0,675.76,"0000","0000",0,655.55,"0000","0000",0,646,"0000","0000",0,645.93,"0000","0000",0,647.96,"0000","0000",0,29.81,"0000","0000",0,29.83,"0000","0000"
"176","Pulaski, AR","05119",0,807.91,"0000","0000",0,807.84,"0000","0000",0,766.82,"0000","0000",0,770.95,"0000","0000",0,770.82,"0000","0000",0,759.76,"0000","0000",0,36.96,"0000","0000",0,37.02,"0000","0000"
"177","Randolph, AR","05121",0,656.08,"0000","0000",0,656.04,"0000","0000",0,655.99,"0000","0000",0,651.87,"0000","0000",0,651.82,"0000","0000",0,652.19,"0000","0000",0,4.21,"0000","0000",0,4.21,"0000","0000"
"178","St. Francis, AR","05123",0,642.44,"0000","0000",0,642.4,"0000","0000",0,638.44,"0000","0000",0,633.88,"0000","0000",0,633.84,"0000","0000",0,634.77,"0000","0000",0,8.56,"0000","0000",0,8.56,"0000","0000"
"179","Saline, AR","05125",0,730.5,"0000","0000",0,730.46,"0000","0000",0,725.09,"0000","0000",0,724.76,"0000","0000",0,723.46,"0000","0000",0,723.6,"0000","0000",0,5.74,"0000","0000",0,7,"0000","0000"
"180","Scott, AR","05127",0,898.15,"0000","0000",0,898.09,"0000","0000",0,896.48,"0000","0000",0,893.94,"0000","0000",0,893.88,"0000","0000",0,892.32,"0000","0000",0,4.21,"0000","0000",0,4.21,"0000","0000"
"181","Searcy, AR","05129",0,668.56,"0000","0000",0,668.51,"0000","0000",0,668.02,"0000","0000",0,667.2,"0000","0000",0,667.15,"0000","0000",0,666.1,"0000","0000",0,1.36,"0000","0000",0,1.36,"0000","0000"
"182","Sebastian, AR","05131",0,546.07,"0000","0000",0,546.04,"0000","0000",0,534.9,"0000","0000",0,536.37,"0000","0000",0,536.24,"0000","0000",0,531.91,"0000","0000",0,9.7,"0000","0000",0,9.79,"0000","0000"
"183","Sevier, AR","05133",0,581.38,"0000","0000",0,581.35,"0000","0000",0,560.16,"0000","0000",0,563.97,"0000","0000",0,563.94,"0000","0000",0,565.13,"0000","0000",0,17.41,"0000","0000",0,17.41,"0000","0000"
"184","Sharp, AR","05135",0,606.39,"0000","0000",0,606.35,"0000","0000",0,606.14,"0000","0000",0,604.4,"0000","0000",0,604.35,"0000","0000",0,604.44,"0000","0000",0,1.99,"0000","0000",0,1.99,"0000","0000"
"185","Stone, AR","05137",0,609.47,"0000","0000",0,609.43,"0000","0000",0,605.93,"0000","0000",0,606.63,"0000","0000",0,606.59,"0000","0000",0,606.41,"0000","0000",0,2.84,"0000","0000",0,2.84,"0000","0000"
"186","Union, AR","05139",0,1055.36,"0000","0000",0,1055.27,"0000","0000",0,1053.17,"0000","0000",0,1038.99,"0000","0000",0,1038.9,"0000","0000",0,1039.21,"0000","0000",0,16.37,"0000","0000",0,16.37,"0000","0000"
"187","Van Buren, AR","05141",0,724.36,"0000","0000",0,724.32,"0000","0000",0,709.33,"0000","0000",0,711.56,"0000","0000",0,711.51,"0000","0000",0,708.14,"0000","0000",0,12.8,"0000","0000",0,12.81,"0000","0000"
"188","Washington, AR","05143",0,956.07,"0000","0000",0,956.01,"0000","0000",0,950.81,"0000","0000",0,950.24,"0000","0000",0,949.72,"0000","0000",0,941.97,"0000","0000",0,5.83,"0000","0000",0,6.29,"0000","0000"
"189","White, AR","05145",0,1042.43,"0000","0000",0,1042.36,"0000","0000",0,1040.08,"0000","0000",0,1034.15,"0000","0000",0,1034.03,"0000","0000",0,1035.08,"0000","0000",0,8.28,"0000","0000",0,8.33,"0000","0000"
"190","Woodruff, AR","05147",0,594.09,"0000","0000",0,594.05,"0000","0000",0,591.81,"0000","0000",0,586.6,"0000","0000",0,586.56,"0000","0000",0,586.79,"0000","0000",0,7.49,"0000","0000",0,7.49,"0000","0000"
"191","Yell, AR","05149",0,948.89,"0000","0000",0,948.84,"0000","0000",0,930.34,"0000","0000",0,927.89,"0000","0000",0,927.89,"0000","0000",0,929.98,"0000","0000",0,21,"0000","0000",0,20.95,"0000","0000"
"192","CALIFORNIA","06000",0,163707.15,"0000","0000",0,163695.57,"0000","0000",0,156299.01,"0000","0000",0,155973.09,"0000","0000",0,155959.34,"0000","0000",0,155779.22,"0000","0000",0,7734.06,"0000","0000",0,7736.23,"0000","0000"
"193","Alameda, CA","06001",0,821.26,"0000","0000",0,821.15,"0000","0000",0,736.36,"0000","0000",0,737.5,"0000","0000",0,737.57,"0000","0000",0,739.02,"0000","0000",0,83.76,"0000","0000",0,83.57,"0000","0000"
"194","Alpine, CA","06003",0,743.23,"0000","0000",0,743.19,"0000","0000",0,738.42,"0000","0000",0,738.66,"0000","0000",0,738.62,"0000","0000",0,738.33,"0000","0000",0,4.57,"0000","0000",0,4.57,"0000","0000"
"195","Amador, CA","06005",0,604.26,"0000","0000",0,604.69,"0000","0000",0,589.29,"0000","0000",0,592.56,"0000","0000",0,592.97,"0000","0000",0,594.58,"0000","0000",0,11.7,"0000","0000",0,11.73,"0000","0000"
"196","Butte, CA","06007",0,1677.22,"0000","0000",0,1677.11,"0000","0000",0,1646.46,"0000","0000",0,1639.6,"0000","0000",0,1639.49,"0000","0000",0,1636.46,"0000","0000",0,37.62,"0000","0000",0,37.62,"0000","0000"
"197","Calaveras, CA","06009",0,1036.92,"0000","0000",0,1036.84,"0000","0000",0,1021.19,"0000","0000",0,1020.18,"0000","0000",0,1020.04,"0000","0000",0,1020.01,"0000","0000",0,16.74,"0000","0000",0,16.81,"0000","0000"
"198","Colusa, CA","06011",0,1156.32,"0000","0000",0,1156.22,"0000","0000",0,1152.38,"0000","0000",0,1150.77,"0000","0000",0,1150.68,"0000","0000",0,1150.73,"0000","0000",0,5.55,"0000","0000",0,5.54,"0000","0000"
"199","Contra Costa, CA","06013",0,802.18,"0000","0000",0,802.15,"0000","0000",0,729.63,"0000","0000",0,720.29,"0000","0000",0,719.95,"0000","0000",0,715.94,"0000","0000",0,81.89,"0000","0000",0,82.2,"0000","0000"
"200","Del Norte, CA","06015",0,1229.84,"0000","0000",0,1229.75,"0000","0000",0,1006.7,"0000","0000",0,1007.89,"0000","0000",0,1007.81,"0000","0000",0,1006.37,"0000","0000",0,221.95,"0000","0000",0,221.94,"0000","0000"
"201","El Dorado, CA","06017",0,1791.29,"0000","0000",0,1788.1,"0000","0000",0,1715.26,"0000","0000",0,1711.48,"0000","0000",0,1710.85,"0000","0000",0,1707.88,"0000","0000",0,79.81,"0000","0000",0,77.25,"0000","0000"
"202","Fresno, CA","06019",0,6017.89,"0000","0000",0,6017.42,"0000","0000",0,5977.78,"0000","0000",0,5963.21,"0000","0000",0,5962.73,"0000","0000",0,5957.99,"0000","0000",0,54.68,"0000","0000",0,54.7,"0000","0000"
"203","Glenn, CA","06021",0,1327.25,"0000","0000",0,1327.16,"0000","0000",0,1319.37,"0000","0000",0,1314.89,"0000","0000",0,1314.79,"0000","0000",0,1313.95,"0000","0000",0,12.36,"0000","0000",0,12.36,"0000","0000"
"204","Humboldt, CA","06023",0,4052.52,"0000","0000",0,4052.22,"0000","0000",0,3579.11,"0000","0000",0,3572.79,"0000","0000",0,3572.49,"0000","0000",0,3567.99,"0000","0000",0,479.73,"0000","0000",0,479.74,"0000","0000"
"205","Imperial, CA","06025",0,4482.08,"0000","0000",0,4481.73,"0000","0000",0,4173.13,"0000","0000",0,4175.05,"0000","0000",0,4174.73,"0000","0000",0,4176.6,"0000","0000",0,307.03,"0000","0000",0,307,"0000","0000"
"206","Inyo, CA","06027",0,10227.75,"0000","0000",0,10226.98,"0000","0000",0,10223.05,"0000","0000",0,10192.07,"0000","0000",0,10203.1,"0000","0000",0,10180.88,"0000","0000",0,35.68,"0000","0000",0,23.88,"0000","0000"
"207","Kern, CA","06029",0,8162.03,"0000","0000",0,8161.42,"0000","0000",0,8129.81,"0000","0000",0,8141.6,"0000","0000",0,8140.96,"0000","0000",0,8131.92,"0000","0000",0,20.43,"0000","0000",0,20.46,"0000","0000"
"208","Kings, CA","06031",0,1391.58,"0000","0000",0,1391.49,"0000","0000",0,1391.75,"0000","0000",0,1389.48,"0000","0000",0,1390.99,"0000","0000",0,1389.42,"0000","0000",0,2.1,"0000","0000",0,0.5,"0000","0000"
"209","Lake, CA","06033",0,1329.59,"0000","0000",0,1329.48,"0000","0000",0,1262.29,"0000","0000",0,1258.47,"0000","0000",0,1257.96,"0000","0000",0,1256.46,"0000","0000",0,71.12,"0000","0000",0,71.52,"0000","0000"
"210","Lassen, CA","06035",0,4720.61,"0000","0000",0,4720.37,"0000","0000",0,4552.53,"0000","0000",0,4557.49,"0000","0000",0,4557.27,"0000","0000",0,4541.18,"0000","0000",0,163.12,"0000","0000",0,163.1,"0000","0000"
