"","Areaname","STCOU","LND010190F","LND010190D","LND010190N1","LND010190N2","LND010200F","LND010200D","LND010200N1","LND010200N2","LND110180F","LND110180D","LND110180N1","LND110180N2","LND110190F","LND110190D","LND110190N1","LND110190N2","LND110200F","LND110200D","LND110200N1","LND110200N2","LND110210F","LND110210D","LND110210N1","LND110210N2","LND210190F","LND210190D","LND210190N1","LND210190N2","LND210200F","LND210200D","LND210200N1","LND210200N2"
"1448","Greene, MS","28041",0,718.73,"0000","0000",0,718.69,"0000","0000",0,717.81,"0000","0000",0,712.94,"0000","0000",0,712.82,"0000","0000",0,712.76,"0000","0000",0,5.79,"0000","0000",0,5.87,"0000","0000"
"1449","Grenada, MS","28043",0,449.41,"0000","0000",0,449.38,"0000","0000",0,420.89,"0000","0000",0,421.92,"0000","0000",0,421.79,"0000","0000",0,422.11,"0000","0000",0,27.49,"0000","0000",0,27.58,"0000","0000"
"1450","Hancock, MS","28045",0,552.56,"0000","0000",0,552.53,"0000","0000",0,478.06,"0000","0000",0,476.91,"0000","0000",0,476.88,"0000","0000",0,473.75,"0000","0000",0,75.65,"0000","0000",0,75.65,"0000","0000"
"1451","Harrison, MS","28047",0,976.18,"0000","0000",0,976.15,"0000","0000",0,580.67,"0000","0000",0,581.03,"0000","0000",0,580.98,"0000","0000",0,573.99,"0000","0000",0,395.15,"0000","0000",0,395.17,"0000","0000"
"1452","Hinds, MS","28049",0,877.41,"0000","0000",0,877.35,"0000","0000",0,874.63,"0000","0000",0,869.26,"0000","0000",0,869.18,"0000","0000",0,869.74,"0000","0000",0,8.15,"0000","0000",0,8.16,"0000","0000"
"1453","Holmes, MS","28051",0,764.24,"0000","0000",0,764.18,"0000","0000",0,759.3,"0000","0000",0,756.06,"0000","0000",0,756,"0000","0000",0,756.7,"0000","0000",0,8.18,"0000","0000",0,8.18,"0000","0000"
"1454","Humphreys, MS","28053",0,431.2,"0000","0000",0,431.16,"0000","0000",0,430.02,"0000","0000",0,418.13,"0000","0000",0,418.09,"0000","0000",0,418.49,"0000","0000",0,13.07,"0000","0000",0,13.07,"0000","0000"
"1455","Issaquena, MS","28055",0,441.4,"0000","0000",0,441.36,"0000","0000",0,406.35,"0000","0000",0,413,"0000","0000",0,413.06,"0000","0000",0,413.05,"0000","0000",0,28.4,"0000","0000",0,28.3,"0000","0000"
"1456","Itawamba, MS","28057",0,540.46,"0000","0000",0,540.42,"0000","0000",0,540.4,"0000","0000",0,532.38,"0000","0000",0,532.31,"0000","0000",0,532.79,"0000","0000",0,8.08,"0000","0000",0,8.11,"0000","0000"
"1457","Jackson, MS","28059",0,1043.36,"0000","0000",0,1043.3,"0000","0000",0,731.35,"0000","0000",0,726.64,"0000","0000",0,726.9,"0000","0000",0,722.75,"0000","0000",0,316.72,"0000","0000",0,316.4,"0000","0000"
"1458","Jasper, MS","28061",0,677.49,"0000","0000",0,677.44,"0000","0000",0,677.77,"0000","0000",0,676.05,"0000","0000",0,676,"0000","0000",0,676.24,"0000","0000",0,1.44,"0000","0000",0,1.44,"0000","0000"
"1459","Jefferson, MS","28063",0,527.24,"0000","0000",0,527.19,"0000","0000",0,523.16,"0000","0000",0,519.43,"0000","0000",0,519.39,"0000","0000",0,519.93,"0000","0000",0,7.81,"0000","0000",0,7.81,"0000","0000"
"1460","Jefferson Davis, MS","28065",0,409.14,"0000","0000",0,409.1,"0000","0000",0,408.73,"0000","0000",0,408.44,"0000","0000",0,408.41,"0000","0000",0,408.44,"0000","0000",0,0.7,"0000","0000",0,0.7,"0000","0000"
"1461","Jones, MS","28067",0,699.79,"0000","0000",0,699.73,"0000","0000",0,695.51,"0000","0000",0,693.88,"0000","0000",0,693.82,"0000","0000",0,694.8,"0000","0000",0,5.91,"0000","0000",0,5.91,"0000","0000"
"1462","Kemper, MS","28069",0,767.05,"0000","0000",0,767,"0000","0000",0,766.43,"0000","0000",0,766.17,"0000","0000",0,766.13,"0000","0000",0,766.18,"0000","0000",0,0.88,"0000","0000",0,0.87,"0000","0000"
"1463","Lafayette, MS","28071",0,679.33,"0000","0000",0,679.29,"0000","0000",0,668.98,"0000","0000",0,631.15,"0000","0000",0,631.11,"0000","0000",0,631.71,"0000","0000",0,48.18,"0000","0000",0,48.17,"0000","0000"
"1464","Lamar, MS","28073",0,500.52,"0000","0000",0,500.49,"0000","0000",0,499.23,"0000","0000",0,497.41,"0000","0000",0,497.07,"0000","0000",0,497.06,"0000","0000",0,3.11,"0000","0000",0,3.42,"0000","0000"
"1465","Lauderdale, MS","28075",0,715.33,"0000","0000",0,715.28,"0000","0000",0,704.7,"0000","0000",0,703.56,"0000","0000",0,703.51,"0000","0000",0,703.63,"0000","0000",0,11.77,"0000","0000",0,11.77,"0000","0000"
"1466","Lawrence, MS","28077",0,435.76,"0000","0000",0,435.73,"0000","0000",0,434.91,"0000","0000",0,430.64,"0000","0000",0,430.63,"0000","0000",0,430.67,"0000","0000",0,5.12,"0000","0000",0,5.11,"0000","0000"
"1467","Leake, MS","28079",0,585.43,"0000","0000",0,585.39,"0000","0000",0,584.2,"0000","0000",0,582.75,"0000","0000",0,582.71,"0000","0000",0,583,"0000","0000",0,2.68,"0000","0000",0,2.68,"0000","0000"
"1468","Lee, MS","28081",0,453.17,"0000","0000",0,453.14,"0000","0000",0,450.66,"0000","0000",0,449.66,"0000","0000",0,449.59,"0000","0000",0,449.95,"0000","0000",0,3.51,"0000","0000",0,3.55,"0000","0000"
"1469","Leflore, MS","28083",0,606.4,"0000","0000",0,606.35,"0000","0000",0,604.82,"0000","0000",0,591.98,"0000","0000",0,591.93,"0000","0000",0,592.54,"0000","0000",0,14.42,"0000","0000",0,14.42,"0000","0000"
"1470","Lincoln, MS","28085",0,588.22,"0000","0000",0,588.17,"0000","0000",0,586.61,"0000","0000",0,585.75,"0000","0000",0,585.71,"0000","0000",0,586.12,"0000","0000",0,2.47,"0000","0000",0,2.47,"0000","0000"
"1471","Lowndes, MS","28087",0,516.48,"0000","0000",0,516.45,"0000","0000",0,517.22,"0000","0000",0,502.31,"0000","0000",0,502.3,"0000","0000",0,505.51,"0000","0000",0,14.17,"0000","0000",0,14.15,"0000","0000"
"1472","Madison, MS","28089",0,742.03,"0000","0000",0,741.97,"0000","0000",0,717.54,"0000","0000",0,719.14,"0000","0000",0,717.11,"0000","0000",0,714.51,"0000","0000",0,22.89,"0000","0000",0,24.86,"0000","0000"
"1473","Marion, MS","28091",0,548.61,"0000","0000",0,548.58,"0000","0000",0,547.98,"0000","0000",0,542.38,"0000","0000",0,542.34,"0000","0000",0,542.38,"0000","0000",0,6.23,"0000","0000",0,6.24,"0000","0000"
"1474","Marshall, MS","28093",0,709.86,"0000","0000",0,709.8,"0000","0000",0,708.76,"0000","0000",0,706.4,"0000","0000",0,706.33,"0000","0000",0,706.19,"0000","0000",0,3.46,"0000","0000",0,3.47,"0000","0000"
"1475","Monroe, MS","28095",0,772.1,"0000","0000",0,772.04,"0000","0000",0,771.98,"0000","0000",0,764.23,"0000","0000",0,764.17,"0000","0000",0,765.09,"0000","0000",0,7.87,"0000","0000",0,7.87,"0000","0000"
"1476","Montgomery, MS","28097",0,407.9,"0000","0000",0,407.86,"0000","0000",0,407.75,"0000","0000",0,406.88,"0000","0000",0,406.85,"0000","0000",0,406.98,"0000","0000",0,1.02,"0000","0000",0,1.02,"0000","0000"
"1477","Neshoba, MS","28099",0,571.69,"0000","0000",0,571.64,"0000","0000",0,571.58,"0000","0000",0,570.05,"0000","0000",0,570,"0000","0000",0,570.14,"0000","0000",0,1.64,"0000","0000",0,1.64,"0000","0000"
"1478","Newton, MS","28101",0,579.62,"0000","0000",0,579.58,"0000","0000",0,579.78,"0000","0000",0,578.07,"0000","0000",0,578.03,"0000","0000",0,578.1,"0000","0000",0,1.55,"0000","0000",0,1.55,"0000","0000"
"1479","Noxubee, MS","28103",0,700.09,"0000","0000",0,700.05,"0000","0000",0,697.82,"0000","0000",0,694.88,"0000","0000",0,694.79,"0000","0000",0,695.14,"0000","0000",0,5.21,"0000","0000",0,5.26,"0000","0000"
"1480","Oktibbeha, MS","28105",0,461.94,"0000","0000",0,461.9,"0000","0000",0,459.26,"0000","0000",0,457.76,"0000","0000",0,457.71,"0000","0000",0,458.2,"0000","0000",0,4.18,"0000","0000",0,4.19,"0000","0000"
"1481","Panola, MS","28107",0,705.19,"0000","0000",0,705.13,"0000","0000",0,694.46,"0000","0000",0,684.25,"0000","0000",0,684.2,"0000","0000",0,685.14,"0000","0000",0,20.94,"0000","0000",0,20.94,"0000","0000"
"1482","Pearl River, MS","28109",0,818.98,"0000","0000",0,818.93,"0000","0000",0,818.41,"0000","0000",0,811.54,"0000","0000",0,811.33,"0000","0000",0,810.86,"0000","0000",0,7.44,"0000","0000",0,7.6,"0000","0000"
"1483","Perry, MS","28111",0,650.24,"0000","0000",0,650.2,"0000","0000",0,650.56,"0000","0000",0,647.22,"0000","0000",0,647.18,"0000","0000",0,647.25,"0000","0000",0,3.02,"0000","0000",0,3.02,"0000","0000"
"1484","Pike, MS","28113",0,410.81,"0000","0000",0,410.78,"0000","0000",0,410.23,"0000","0000",0,408.92,"0000","0000",0,408.89,"0000","0000",0,409.02,"0000","0000",0,1.89,"0000","0000",0,1.89,"0000","0000"
"1485","Pontotoc, MS","28115",0,501.02,"0000","0000",0,500.99,"0000","0000",0,499.09,"0000","0000",0,497.43,"0000","0000",0,497.35,"0000","0000",0,497.69,"0000","0000",0,3.59,"0000","0000",0,3.64,"0000","0000"
"1486","Prentiss, MS","28117",0,418.28,"0000","0000",0,418.24,"0000","0000",0,417.5,"0000","0000",0,414.98,"0000","0000",0,414.93,"0000","0000",0,414.98,"0000","0000",0,3.3,"0000","0000",0,3.32,"0000","0000"
"1487","Quitman, MS","28119",0,406.52,"0000","0000",0,406.49,"0000","0000",0,405.94,"0000","0000",0,404.86,"0000","0000",0,404.84,"0000","0000",0,405.01,"0000","0000",0,1.66,"0000","0000",0,1.66,"0000","0000"
"1488","Rankin, MS","28121",0,806.16,"0000","0000",0,806.09,"0000","0000",0,781.97,"0000","0000",0,774.6,"0000","0000",0,774.52,"0000","0000",0,775.49,"0000","0000",0,31.56,"0000","0000",0,31.57,"0000","0000"
"1489","Scott, MS","28123",0,610.43,"0000","0000",0,610.38,"0000","0000",0,609.89,"0000","0000",0,609.13,"0000","0000",0,609.08,"0000","0000",0,609.19,"0000","0000",0,1.3,"0000","0000",0,1.3,"0000","0000"
"1490","Sharkey, MS","28125",0,434.92,"0000","0000",0,434.88,"0000","0000",0,434.89,"0000","0000",0,427.75,"0000","0000",0,427.71,"0000","0000",0,431.72,"0000","0000",0,7.17,"0000","0000",0,7.17,"0000","0000"
"1491","Simpson, MS","28127",0,590.57,"0000","0000",0,590.53,"0000","0000",0,590.68,"0000","0000",0,588.77,"0000","0000",0,588.73,"0000","0000",0,589.16,"0000","0000",0,1.8,"0000","0000",0,1.8,"0000","0000"
"1492","Smith, MS","28129",0,637.32,"0000","0000",0,637.27,"0000","0000",0,635.18,"0000","0000",0,635.93,"0000","0000",0,635.89,"0000","0000",0,636.25,"0000","0000",0,1.39,"0000","0000",0,1.38,"0000","0000"
"1493","Stone, MS","28131",0,448.09,"0000","0000",0,448.07,"0000","0000",0,445.79,"0000","0000",0,445.39,"0000","0000",0,445.37,"0000","0000",0,445.49,"0000","0000",0,2.7,"0000","0000",0,2.71,"0000","0000"
"1494","Sunflower, MS","28133",0,707.26,"0000","0000",0,707.22,"0000","0000",0,706.48,"0000","0000",0,693.83,"0000","0000",0,693.79,"0000","0000",0,697.75,"0000","0000",0,13.43,"0000","0000",0,13.43,"0000","0000"
"1495","Tallahatchie, MS","28135",0,652.13,"0000","0000",0,652.08,"0000","0000",0,650.5,"0000","0000",0,643.97,"0000","0000",0,643.92,"0000","0000",0,645.29,"0000","0000",0,8.16,"0000","0000",0,8.16,"0000","0000"
"1496","Tate, MS","28137",0,410.98,"0000","0000",0,410.95,"0000","0000",0,405.62,"0000","0000",0,404.51,"0000","0000",0,404.48,"0000","0000",0,404.76,"0000","0000",0,6.47,"0000","0000",0,6.47,"0000","0000"
"1497","Tippah, MS","28139",0,460,"0000","0000",0,459.97,"0000","0000",0,458.27,"0000","0000",0,457.93,"0000","0000",0,457.91,"0000","0000",0,457.82,"0000","0000",0,2.07,"0000","0000",0,2.07,"0000","0000"
"1498","Tishomingo, MS","28141",0,444.57,"0000","0000",0,444.54,"0000","0000",0,433.83,"0000","0000",0,424.16,"0000","0000",0,424.12,"0000","0000",0,424.25,"0000","0000",0,20.41,"0000","0000",0,20.41,"0000","0000"
"1499","Tunica, MS","28143",0,480.82,"0000","0000",0,480.78,"0000","0000",0,460.2,"0000","0000",0,454.85,"0000","0000",0,454.81,"0000","0000",0,454.67,"0000","0000",0,25.97,"0000","0000",0,25.97,"0000","0000"
"1500","Union, MS","28145",0,416.91,"0000","0000",0,416.87,"0000","0000",0,416.41,"0000","0000",0,415.52,"0000","0000",0,415.43,"0000","0000",0,415.6,"0000","0000",0,1.39,"0000","0000",0,1.44,"0000","0000"
"1501","Walthall, MS","28147",0,404.47,"0000","0000",0,404.44,"0000","0000",0,404.39,"0000","0000",0,403.85,"0000","0000",0,403.82,"0000","0000",0,403.94,"0000","0000",0,0.62,"0000","0000",0,0.62,"0000","0000"
"1502","Warren, MS","28149",0,618.82,"0000","0000",0,618.76,"0000","0000",0,596.46,"0000","0000",0,586.66,"0000","0000",0,586.61,"0000","0000",0,588.5,"0000","0000",0,32.16,"0000","0000",0,32.15,"0000","0000"
"1503","Washington, MS","28151",0,761.31,"0000","0000",0,761.26,"0000","0000",0,732.96,"0000","0000",0,724.04,"0000","0000",0,723.99,"0000","0000",0,724.74,"0000","0000",0,37.27,"0000","0000",0,37.27,"0000","0000"
"1504","Wayne, MS","28153",0,813.54,"0000","0000",0,813.5,"0000","0000",0,812.85,"0000","0000",0,810.38,"0000","0000",0,810.32,"0000","0000",0,810.75,"0000","0000",0,3.16,"0000","0000",0,3.18,"0000","0000"
"1505","Webster, MS","28155",0,423.38,"0000","0000",0,423.34,"0000","0000",0,423.99,"0000","0000",0,422.85,"0000","0000",0,422.49,"0000","0000",0,420.94,"0000","0000",0,0.53,"0000","0000",0,0.85,"0000","0000"
"1506","Wilkinson, MS","28157",0,687.71,"0000","0000",0,687.66,"0000","0000",0,678.49,"0000","0000",0,676.76,"0000","0000",0,676.7,"0000","0000",0,678.11,"0000","0000",0,10.95,"0000","0000",0,10.95,"0000","0000"
"1507","Winston, MS","28159",0,610.15,"0000","0000",0,610.11,"0000","0000",0,609.74,"0000","0000",0,607.05,"0000","0000",0,606.97,"0000","0000",0,607.25,"0000","0000",0,3.1,"0000","0000",0,3.14,"0000","0000"
"1508","Yalobusha, MS","28161",0,495.03,"0000","0000",0,495,"0000","0000",0,477.66,"0000","0000",0,467.15,"0000","0000",0,467.12,"0000","0000",0,467.13,"0000","0000",0,27.88,"0000","0000",0,27.88,"0000","0000"
"1509","Yazoo, MS","28163",0,934.2,"0000","0000",0,934.12,"0000","0000",0,933.12,"0000","0000",0,919.56,"0000","0000",0,919.48,"0000","0000",0,922.95,"0000","0000",0,14.64,"0000","0000",0,14.64,"0000","0000"
"1510","MISSOURI","29000",0,69708.81,"0000","0000",0,69704.31,"0000","0000",0,68945.13,"0000","0000",0,68898.01,"0000","0000",0,68885.93,"0000","0000",0,68741.52,"0000","0000",0,810.8,"0000","0000",0,818.39,"0000","0000"
"1511","Adair, MO","29001",0,569.35,"0000","0000",0,569.32,"0000","0000",0,566.95,"0000","0000",0,567.72,"0000","0000",0,567,"0000","0000",0,567.32,"0000","0000",0,1.63,"0000","0000",0,2.31,"0000","0000"
"1512","Andrew, MO","29003",0,436.53,"0000","0000",0,436.5,"0000","0000",0,435.43,"0000","0000",0,435.21,"0000","0000",0,435.18,"0000","0000",0,432.7,"0000","0000",0,1.32,"0000","0000",0,1.32,"0000","0000"
"1513","Atchison, MO","29005",0,547.39,"0000","0000",0,547.36,"0000","0000",0,541.95,"0000","0000",0,544.75,"0000","0000",0,544.72,"0000","0000",0,547.3,"0000","0000",0,2.64,"0000","0000",0,2.64,"0000","0000"
"1514","Audrain, MO","29007",0,696.83,"0000","0000",0,696.79,"0000","0000",0,697.26,"0000","0000",0,693.36,"0000","0000",0,693.1,"0000","0000",0,692.24,"0000","0000",0,3.47,"0000","0000",0,3.69,"0000","0000"
"1515","Barry, MO","29009",0,790.96,"0000","0000",0,790.89,"0000","0000",0,773.37,"0000","0000",0,779.13,"0000","0000",0,779.06,"0000","0000",0,778.25,"0000","0000",0,11.83,"0000","0000",0,11.83,"0000","0000"
"1516","Barton, MO","29011",0,596.78,"0000","0000",0,596.72,"0000","0000",0,596.38,"0000","0000",0,594.35,"0000","0000",0,594.25,"0000","0000",0,591.92,"0000","0000",0,2.43,"0000","0000",0,2.47,"0000","0000"
"1517","Bates, MO","29013",0,851.45,"0000","0000",0,851.37,"0000","0000",0,849.48,"0000","0000",0,848.55,"0000","0000",0,848.47,"0000","0000",0,836.69,"0000","0000",0,2.9,"0000","0000",0,2.9,"0000","0000"
"1518","Benton, MO","29015",0,752.55,"0000","0000",0,752.48,"0000","0000",0,729.36,"0000","0000",0,705.57,"0000","0000",0,705.51,"0000","0000",0,704.06,"0000","0000",0,46.98,"0000","0000",0,46.97,"0000","0000"
"1519","Bollinger, MO","29017",0,621.21,"0000","0000",0,621.2,"0000","0000",0,620.68,"0000","0000",0,620.76,"0000","0000",0,620.74,"0000","0000",0,617.91,"0000","0000",0,0.45,"0000","0000",0,0.46,"0000","0000"
"1520","Boone, MO","29019",0,691.19,"0000","0000",0,691.31,"0000","0000",0,686.75,"0000","0000",0,685.38,"0000","0000",0,685.43,"0000","0000",0,685.41,"0000","0000",0,5.81,"0000","0000",0,5.88,"0000","0000"
"1521","Buchanan, MO","29021",0,414.6,"0000","0000",0,414.57,"0000","0000",0,409.16,"0000","0000",0,409.76,"0000","0000",0,409.73,"0000","0000",0,408.03,"0000","0000",0,4.84,"0000","0000",0,4.84,"0000","0000"
"1522","Butler, MO","29023",0,699.01,"0000","0000",0,698.97,"0000","0000",0,698.03,"0000","0000",0,697.59,"0000","0000",0,697.54,"0000","0000",0,694.67,"0000","0000",0,1.42,"0000","0000",0,1.43,"0000","0000"
"1523","Caldwell, MO","29025",0,429.75,"0000","0000",0,429.72,"0000","0000",0,430.49,"0000","0000",0,429.37,"0000","0000",0,429.34,"0000","0000",0,426.39,"0000","0000",0,0.38,"0000","0000",0,0.38,"0000","0000"
"1524","Callaway, MO","29027",0,847.26,"0000","0000",0,847.03,"0000","0000",0,842.43,"0000","0000",0,839.09,"0000","0000",0,838.84,"0000","0000",0,834.58,"0000","0000",0,8.17,"0000","0000",0,8.19,"0000","0000"
"1525","Camden, MO","29029",0,708.9,"0000","0000",0,708.86,"0000","0000",0,641.05,"0000","0000",0,655.19,"0000","0000",0,655.14,"0000","0000",0,655.92,"0000","0000",0,53.71,"0000","0000",0,53.71,"0000","0000"
"1526","Cape Girardeau, MO","29031",0,586.33,"0000","0000",0,586.29,"0000","0000",0,576.9,"0000","0000",0,578.66,"0000","0000",0,578.62,"0000","0000",0,578.54,"0000","0000",0,7.67,"0000","0000",0,7.67,"0000","0000"
"1527","Carroll, MO","29033",0,702.35,"0000","0000",0,702.3,"0000","0000",0,695.45,"0000","0000",0,694.59,"0000","0000",0,694.72,"0000","0000",0,694.62,"0000","0000",0,7.76,"0000","0000",0,7.57,"0000","0000"
"1528","Carter, MO","29035",0,509.06,"0000","0000",0,509.02,"0000","0000",0,508.98,"0000","0000",0,507.62,"0000","0000",0,507.58,"0000","0000",0,507.36,"0000","0000",0,1.44,"0000","0000",0,1.44,"0000","0000"
"1529","Cass, MO","29037",0,702.73,"0000","0000",0,702.67,"0000","0000",0,701.4,"0000","0000",0,699.12,"0000","0000",0,698.99,"0000","0000",0,696.84,"0000","0000",0,3.61,"0000","0000",0,3.68,"0000","0000"
"1530","Cedar, MO","29039",0,498.54,"0000","0000",0,498.51,"0000","0000",0,470.49,"0000","0000",0,475.97,"0000","0000",0,475.93,"0000","0000",0,474.48,"0000","0000",0,22.57,"0000","0000",0,22.57,"0000","0000"
"1531","Chariton, MO","29041",0,768.3,"0000","0000",0,768.25,"0000","0000",0,757.94,"0000","0000",0,755.92,"0000","0000",0,755.87,"0000","0000",0,751.18,"0000","0000",0,12.38,"0000","0000",0,12.38,"0000","0000"
"1532","Christian, MO","29043",0,564.09,"0000","0000",0,564.05,"0000","0000",0,563.87,"0000","0000",0,563.2,"0000","0000",0,563.16,"0000","0000",0,562.65,"0000","0000",0,0.89,"0000","0000",0,0.89,"0000","0000"
"1533","Clark, MO","29045",0,511.93,"0000","0000",0,511.9,"0000","0000",0,507.06,"0000","0000",0,507.34,"0000","0000",0,507.31,"0000","0000",0,504.69,"0000","0000",0,4.59,"0000","0000",0,4.59,"0000","0000"
"1534","Clay, MO","29047",0,409.16,"0000","0000",0,408.86,"0000","0000",0,403.42,"0000","0000",0,396.46,"0000","0000",0,396.35,"0000","0000",0,397.3,"0000","0000",0,12.7,"0000","0000",0,12.52,"0000","0000"
"1535","Clinton, MO","29049",0,423.5,"0000","0000",0,423.47,"0000","0000",0,422.97,"0000","0000",0,418.79,"0000","0000",0,418.76,"0000","0000",0,418.96,"0000","0000",0,4.71,"0000","0000",0,4.71,"0000","0000"
"1536","Cole, MO","29051",0,399.11,"0000","0000",0,399.08,"0000","0000",0,391.71,"0000","0000",0,391.56,"0000","0000",0,391.44,"0000","0000",0,393.75,"0000","0000",0,7.55,"0000","0000",0,7.64,"0000","0000"
"1537","Cooper, MO","29053",0,570.25,"0000","0000",0,570.22,"0000","0000",0,566.57,"0000","0000",0,565.05,"0000","0000",0,565.03,"0000","0000",0,564.77,"0000","0000",0,5.2,"0000","0000",0,5.19,"0000","0000"
"1538","Crawford, MO","29055",0,743.82,"0000","0000",0,743.79,"0000","0000",0,743.55,"0000","0000",0,742.57,"0000","0000",0,742.52,"0000","0000",0,742.52,"0000","0000",0,1.25,"0000","0000",0,1.27,"0000","0000"
"1539","Dade, MO","29057",0,506.34,"0000","0000",0,506.3,"0000","0000",0,490.53,"0000","0000",0,490.38,"0000","0000",0,490.34,"0000","0000",0,490.01,"0000","0000",0,15.96,"0000","0000",0,15.96,"0000","0000"
"1540","Dallas, MO","29059",0,542.87,"0000","0000",0,542.83,"0000","0000",0,542.7,"0000","0000",0,541.59,"0000","0000",0,541.54,"0000","0000",0,540.77,"0000","0000",0,1.28,"0000","0000",0,1.29,"0000","0000"
"1541","Daviess, MO","29061",0,569.12,"0000","0000",0,569.07,"0000","0000",0,567.81,"0000","0000",0,567,"0000","0000",0,566.97,"0000","0000",0,563.24,"0000","0000",0,2.12,"0000","0000",0,2.11,"0000","0000"
"1542","DeKalb, MO","29063",0,425.8,"0000","0000",0,425.77,"0000","0000",0,424.74,"0000","0000",0,424.21,"0000","0000",0,424.2,"0000","0000",0,421.36,"0000","0000",0,1.59,"0000","0000",0,1.57,"0000","0000"
"1543","Dent, MO","29065",0,754.56,"0000","0000",0,754.51,"0000","0000",0,754.9,"0000","0000",0,753.59,"0000","0000",0,753.54,"0000","0000",0,752.79,"0000","0000",0,0.97,"0000","0000",0,0.97,"0000","0000"
"1544","Douglas, MO","29067",0,814.67,"0000","0000",0,814.6,"0000","0000",0,814.1,"0000","0000",0,814.59,"0000","0000",0,814.53,"0000","0000",0,813.63,"0000","0000",0,0.08,"0000","0000",0,0.07,"0000","0000"
"1545","Dunklin, MO","29069",0,547.14,"0000","0000",0,547.11,"0000","0000",0,546.81,"0000","0000",0,545.65,"0000","0000",0,545.62,"0000","0000",0,541.07,"0000","0000",0,1.49,"0000","0000",0,1.49,"0000","0000"
"1546","Franklin, MO","29071",0,929.64,"0000","0000",0,930.65,"0000","0000",0,921.91,"0000","0000",0,922.07,"0000","0000",0,922.81,"0000","0000",0,922.68,"0000","0000",0,7.57,"0000","0000",0,7.84,"0000","0000"
"1547","Gasconade, MO","29073",0,524.53,"0000","0000",0,526.09,"0000","0000",0,520.77,"0000","0000",0,519.48,"0000","0000",0,520.67,"0000","0000",0,517.8,"0000","0000",0,5.05,"0000","0000",0,5.43,"0000","0000"
"1548","Gentry, MO","29075",0,491.84,"0000","0000",0,491.81,"0000","0000",0,492.88,"0000","0000",0,491.55,"0000","0000",0,491.52,"0000","0000",0,491.42,"0000","0000",0,0.29,"0000","0000",0,0.29,"0000","0000"
"1549","Greene, MO","29077",0,677.84,"0000","0000",0,677.8,"0000","0000",0,677.47,"0000","0000",0,675.01,"0000","0000",0,674.97,"0000","0000",0,675.3,"0000","0000",0,2.83,"0000","0000",0,2.82,"0000","0000"
"1550","Grundy, MO","29079",0,438.01,"0000","0000",0,437.98,"0000","0000",0,437.33,"0000","0000",0,435.85,"0000","0000",0,435.82,"0000","0000",0,435.28,"0000","0000",0,2.16,"0000","0000",0,2.16,"0000","0000"
"1551","Harrison, MO","29081",0,726.5,"0000","0000",0,726.45,"0000","0000",0,725.2,"0000","0000",0,725.19,"0000","0000",0,725.13,"0000","0000",0,722.5,"0000","0000",0,1.31,"0000","0000",0,1.32,"0000","0000"
"1552","Henry, MO","29083",0,732.61,"0000","0000",0,732.55,"0000","0000",0,728.99,"0000","0000",0,702.49,"0000","0000",0,702.48,"0000","0000",0,696.95,"0000","0000",0,30.12,"0000","0000",0,30.07,"0000","0000"
"1553","Hickory, MO","29085",0,411.77,"0000","0000",0,411.74,"0000","0000",0,378.89,"0000","0000",0,398.66,"0000","0000",0,398.63,"0000","0000",0,399.09,"0000","0000",0,13.11,"0000","0000",0,13.11,"0000","0000"
"1554","Holt, MO","29087",0,469.09,"0000","0000",0,469.05,"0000","0000",0,456.52,"0000","0000",0,461.91,"0000","0000",0,461.87,"0000","0000",0,462.69,"0000","0000",0,7.18,"0000","0000",0,7.18,"0000","0000"
"1555","Howard, MO","29089",0,470.58,"0000","0000",0,470.55,"0000","0000",0,464.61,"0000","0000",0,465.75,"0000","0000",0,465.74,"0000","0000",0,463.85,"0000","0000",0,4.83,"0000","0000",0,4.82,"0000","0000"
"1556","Howell, MO","29091",0,928.39,"0000","0000",0,928.33,"0000","0000",0,927.58,"0000","0000",0,927.83,"0000","0000",0,927.74,"0000","0000",0,927.25,"0000","0000",0,0.56,"0000","0000",0,0.59,"0000","0000"
"1557","Iron, MO","29093",0,552.09,"0000","0000",0,552.05,"0000","0000",0,552.02,"0000","0000",0,551.42,"0000","0000",0,551.34,"0000","0000",0,550.26,"0000","0000",0,0.67,"0000","0000",0,0.71,"0000","0000"
"1558","Jackson, MO","29095",0,616.16,"0000","0000",0,616.41,"0000","0000",0,610.88,"0000","0000",0,604.82,"0000","0000",0,604.84,"0000","0000",0,604.46,"0000","0000",0,11.34,"0000","0000",0,11.57,"0000","0000"
"1559","Jasper, MO","29097",0,641.37,"0000","0000",0,641.32,"0000","0000",0,641.24,"0000","0000",0,639.82,"0000","0000",0,639.73,"0000","0000",0,638.49,"0000","0000",0,1.55,"0000","0000",0,1.59,"0000","0000"
"1560","Jefferson, MO","29099",0,664.12,"0000","0000",0,664.09,"0000","0000",0,661.1,"0000","0000",0,656.83,"0000","0000",0,656.8,"0000","0000",0,656.63,"0000","0000",0,7.29,"0000","0000",0,7.29,"0000","0000"
"1561","Johnson, MO","29101",0,833.09,"0000","0000",0,833.03,"0000","0000",0,833.57,"0000","0000",0,830.63,"0000","0000",0,830.44,"0000","0000",0,829.28,"0000","0000",0,2.46,"0000","0000",0,2.59,"0000","0000"
